,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,KMC_clusters
192,40.417255,0.363636,79.2,79.2,0.0,1631.576375,0.083333,0.0,1,1,4000.0,1647.880773,24.815878,0.083333,12,3
201,566.546048,0.909091,405.75,313.75,92.0,1044.651618,0.166667,0.416667,6,12,2000.0,1249.835142,313.052687,0.0,12,3
203,8350.145568,1.0,1989.28,842.8,1146.48,893.757903,0.166667,0.166667,2,8,14000.0,4720.900413,2557.044576,0.0,12,3
206,1570.682346,1.0,645.32,645.32,0.0,1665.331678,0.166667,0.0,9,2,1800.0,2591.391006,808.217224,0.0,12,3
207,7201.736985,1.0,987.1,862.1,125.0,5468.620604,0.333333,0.083333,16,9,10500.0,1941.541158,2391.987571,0.0,12,3
208,6467.885013,1.0,1464.14,978.71,485.43,3947.86784,0.583333,0.666667,10,23,11500.0,1658.563509,1887.413517,0.0,12,3
210,5635.860679,1.0,393.62,153.72,239.9,5933.467329,0.916667,0.166667,24,15,10000.0,1919.630466,1731.549385,0.0,12,3
216,1121.730896,1.0,878.52,103.1,775.42,197.648111,0.166667,0.916667,1,39,1500.0,542.836917,471.496776,0.0,12,3
218,2053.441598,1.0,493.85,441.35,52.5,1738.33378,0.333333,0.25,16,10,2000.0,2795.059574,2661.324808,0.0,12,3
219,2422.311938,1.0,4490.69,3456.25,1034.44,188.783221,0.916667,1.0,1,52,8500.0,5763.666926,582.589765,0.0,12,3
232,1255.901821,1.0,1038.81,1038.81,0.0,1092.634704,0.916667,0.0,1,21,5700.0,1215.454299,422.331098,0.0,12,3
234,2363.489077,1.0,2641.98,1386.3,1255.68,263.884743,0.666667,0.75,1,41,3000.0,1839.928884,1075.456585,0.0,12,3
236,7623.224897,1.0,300.0,0.0,300.0,2800.728343,0.0,0.416667,3,6,12000.0,1975.974183,1774.584333,0.0,12,3
237,3421.571922,1.0,126.69,42.88,83.81,154.341344,0.083333,0.25,1,5,10500.0,2515.435738,975.504012,0.0,12,3
248,9612.21512,1.0,319.92,0.0,319.92,13439.5704,0.0,1.0,12,12,12000.0,10993.89211,2501.560923,0.0,12,3
250,2344.478291,1.0,1041.63,1041.63,0.0,4003.968939,0.25,0.0,6,14,4000.0,3033.665478,716.70488,0.0,12,3
257,1049.496471,1.0,1322.67,1096.71,225.96,774.260436,0.75,0.416667,6,28,11000.0,802.38543,229.655091,0.0,12,3
262,2041.480046,1.0,7323.38,4944.88,2378.5,191.331735,0.833333,0.75,1,81,3000.0,3792.095079,1737.893866,0.083333,12,3
263,7755.698607,1.0,8533.54,4072.76,4460.78,7540.30735,0.5,0.833333,12,72,10000.0,4758.209146,7256.951816,0.0,6,3
269,2554.525229,1.0,6186.77,6099.08,87.69,1898.690655,0.75,0.25,1,38,10950.0,11198.92613,608.36886,0.083333,12,3
270,535.947221,1.0,4550.81,3016.98,1533.83,438.469118,0.916667,1.0,1,99,8500.0,4317.191232,208.73456,0.916667,12,3
271,3905.365959,1.0,150.8,150.8,0.0,1659.19931,0.166667,0.0,5,2,7500.0,990.524408,989.783286,0.0,12,3
274,5265.763713,1.0,410.24,44.71,365.53,15452.97758,0.083333,0.916667,13,21,16500.0,12005.3074,1055.547896,0.083333,12,3
276,1873.084577,1.0,126.57,126.57,0.0,181.139378,0.25,0.0,1,4,2100.0,483.557464,524.426392,0.0,12,3
279,1504.82705,1.0,2010.0,630.0,1380.0,1189.292764,0.166667,1.0,1,14,8500.0,859.829946,479.831475,0.0,12,3
287,2935.324966,1.0,409.63,351.87,57.76,1876.241162,0.583333,0.083333,4,12,5000.0,580.13865,1114.588285,0.0,12,3
291,5790.930626,1.0,464.51,399.41,65.1,2516.727082,0.25,0.166667,6,10,6000.0,1515.594331,2092.915898,0.0,12,3
296,1521.1681,1.0,245.98,245.98,0.0,2792.67597,0.166667,0.0,3,2,6000.0,2261.523522,388.258009,0.0,12,3
299,191.450711,1.0,1641.07,1641.07,0.0,380.972341,0.666667,0.0,1,15,500.0,1583.918811,137.046292,0.636364,12,3
300,3621.70204,1.0,674.73,674.73,0.0,1684.957411,0.25,0.0,8,12,4000.0,1139.058595,1403.477006,0.0,12,3
311,1329.967543,1.0,2009.12,1296.68,712.44,1763.794583,1.0,1.0,10,36,2500.0,2715.972095,956.330023,0.0,12,3
321,9206.811696,1.0,874.98,350.0,524.98,4653.693195,0.083333,0.666667,9,16,12500.0,2055.100879,2199.077716,0.0,12,3
327,2459.862339,1.0,678.0,678.0,0.0,927.25167,1.0,0.0,4,12,2500.0,1926.31853,1933.173023,0.0,12,3
335,2922.487907,1.0,71.07,0.0,71.07,3595.158425,0.0,0.166667,9,3,9500.0,9226.751112,797.250949,0.0,12,3
340,907.982017,1.0,216.94,216.94,0.0,1011.997944,0.166667,0.0,5,3,3200.0,222.02316,300.210049,0.0,12,3
341,1132.386178,0.454545,2246.3,2246.3,0.0,14048.07181,0.333333,0.0,20,8,6000.0,32048.6122,406.790252,0.8,12,3
348,3536.601227,1.0,2132.93,959.1,1173.83,5340.016172,0.333333,1.0,20,74,11000.0,8251.146946,834.025674,0.0,12,3
352,8939.461145,1.0,2490.17,905.17,1585.0,5309.949725,0.166667,0.416667,11,8,9500.0,3957.017497,4951.58548,0.0,12,3
357,5135.604593,1.0,110.18,0.0,110.18,6551.99521,0.0,0.333333,17,4,6000.0,1716.998424,2463.472147,0.0,12,3
363,1903.688611,1.0,6079.5,4719.5,1360.0,10227.22894,0.25,0.666667,22,31,7300.0,18552.39489,762.263884,0.416667,12,3
364,813.068705,1.0,439.38,439.38,0.0,727.658311,0.083333,0.0,8,2,1200.0,237.996469,265.708814,0.0,12,3
371,8806.866629,1.0,1490.94,0.02,1490.92,2813.063846,0.166667,1.0,4,25,9000.0,2116.662516,3598.719728,0.0,12,3
380,12474.72954,1.0,136.88,0.0,136.88,515.147607,0.0,0.166667,2,2,14000.0,3519.008859,3430.627754,0.0,12,3
382,1077.606225,0.727273,343.21,343.21,0.0,1609.900552,0.25,0.0,8,4,1500.0,930.328071,3245.693485,0.0,12,3
392,1508.513765,0.818182,2747.12,1247.12,1500.0,246.046033,0.083333,0.166667,1,4,5000.0,4730.374245,481.558276,0.1,12,3
393,11209.37076,1.0,11147.33,1137.4,10009.93,2728.576925,0.25,1.0,8,126,11000.0,7932.77402,17494.90735,0.0,12,3
397,918.342234,1.0,1221.53,1180.0,41.53,1078.788118,0.166667,0.166667,7,2,1200.0,1421.035206,106.039362,0.25,6,3
399,2259.431829,1.0,780.64,199.65,580.99,1227.555485,0.166667,0.833333,6,22,3500.0,663.553502,483.836254,0.0,12,3
402,3770.560441,0.875,964.06,260.0,704.06,5140.287889,0.125,0.75,24,8,6000.0,565.71913,1241.283569,0.0,8,3
413,4664.023286,1.0,340.0,340.0,0.0,3510.115735,0.083333,0.0,8,1,6000.0,2162.141639,2009.821743,0.0,12,3
419,1403.597712,1.0,1050.83,67.9,982.93,4083.515108,0.083333,1.0,4,24,5000.0,4673.520993,982.544984,0.0,12,3
420,469.878834,1.0,1364.99,64.99,1300.0,284.754535,0.083333,0.416667,2,7,2000.0,1849.10398,263.163209,0.2,12,3
424,1692.755487,0.909091,570.16,0.0,570.16,2817.05225,0.0,0.833333,7,20,9000.0,6124.31525,362.970189,0.0,12,3
425,3534.253718,1.0,566.28,431.01,135.27,3888.756412,0.333333,0.333333,2,17,4000.0,1298.823687,858.977427,0.0,12,3
428,6822.877573,1.0,137.34,137.34,0.0,4815.112874,0.083333,0.0,16,1,10000.0,1874.954894,1716.092764,0.0,12,3
431,4245.550244,1.0,332.82,0.0,332.82,6649.712062,0.0,1.0,24,25,5000.0,5810.994681,1284.011712,0.0,12,3
435,7057.658848,1.0,360.7,360.7,0.0,6517.541812,0.083333,0.0,15,2,8000.0,5147.693822,2610.053885,0.0,12,3
436,4264.307261,1.0,222.64,0.0,222.64,249.298208,0.0,0.833333,3,11,4500.0,1017.241855,1225.908506,0.0,12,3
437,4503.390811,1.0,1634.74,1376.0,258.74,94.837161,0.333333,1.0,1,38,13000.0,1094.345336,1194.234398,0.0,12,3
439,4479.115547,1.0,759.15,759.15,0.0,2493.111705,1.0,0.0,6,12,6000.0,994.500495,1384.111493,0.0,12,3
445,5580.530306,1.0,2470.4,457.73,2012.67,1652.878895,0.083333,0.5,1,19,9500.0,3340.041274,3024.949485,0.0,12,3
452,4700.106602,1.0,2570.0,492.46,2077.54,124.563782,0.166667,0.666667,2,40,4500.0,3259.958288,5620.295192,0.0,12,3
453,9601.071318,1.0,238.34,0.0,238.34,4809.11955,0.0,0.833333,8,5,15000.0,1194.510762,1206.257247,0.0,6,3
454,1207.888199,0.875,1342.36,1037.96,304.4,1738.109478,0.875,0.5,2,27,4000.0,288.883026,312.026316,0.0,8,3
458,1715.459275,1.0,96.75,34.65,62.1,19.141227,0.083333,0.25,1,7,1800.0,452.225512,411.612521,0.0,12,3
459,1492.039988,1.0,4106.15,2688.46,1417.69,734.816479,0.25,0.416667,1,50,12000.0,9678.173119,606.899183,0.5,12,3
463,805.131074,1.0,795.54,167.4,628.14,418.482499,0.166667,1.0,1,20,1700.0,1804.065076,261.258072,0.0,12,3
468,6426.639738,1.0,4462.86,2816.46,1646.4,4599.625146,0.833333,0.916667,11,103,11800.0,1793.043228,3101.01703,0.0,12,3
470,5810.748774,1.0,217.0,217.0,0.0,12377.36037,0.166667,0.0,16,2,9000.0,10428.37611,1599.353926,0.166667,12,3
476,4102.599015,1.0,1483.12,1085.19,397.93,1992.715742,0.25,0.583333,3,30,5000.0,1357.36111,1919.690041,0.0,12,3
488,6856.045926,1.0,262.1,262.1,0.0,3053.777459,0.166667,0.0,13,5,13000.0,1629.239381,1998.044046,0.0,12,3
490,4263.008734,1.0,3522.57,1482.0,2040.57,2485.845274,0.333333,1.0,6,25,6000.0,1165.621928,1520.54755,0.0,12,3
493,911.893997,1.0,1604.8,1527.3,77.5,1302.014616,0.25,0.083333,2,11,4500.0,191.366024,307.812023,0.083333,12,3
494,3563.23692,1.0,709.9,609.9,100.0,779.264494,1.0,0.083333,2,16,7000.0,826.576112,817.39586,0.0,12,3
495,12478.17286,1.0,174.0,174.0,0.0,3269.418821,0.25,0.0,21,3,14000.0,3251.190662,3872.099498,0.0,12,3
509,5036.870531,1.0,1752.15,1564.16,187.99,1072.351863,0.916667,0.583333,4,53,10300.0,1489.597574,1549.64691,0.0,12,3
512,3718.606699,1.0,1172.68,1172.68,0.0,10372.8492,0.083333,0.0,10,7,9500.0,4820.842925,760.028047,0.0,12,3
513,4914.325665,1.0,1653.6,353.6,1300.0,1442.395734,0.25,0.583333,3,14,5000.0,3410.253378,3451.70216,0.0,12,3
520,15258.2259,1.0,529.3,529.3,0.0,4100.891579,0.5,0.0,23,10,19000.0,2051.14647,3905.740148,0.0,8,3
526,5083.397311,1.0,331.95,331.95,0.0,10384.82416,0.2,0.0,31,2,8000.0,4453.691497,1088.959964,0.0,10,3
527,3649.559565,0.818182,1490.0,1490.0,0.0,8824.695802,0.083333,0.0,2,1,12500.0,573.307364,747.486806,0.0,12,3
529,1362.418281,1.0,1477.44,900.0,577.44,451.968387,0.111111,0.888889,1,10,1500.0,559.095981,1058.84479,0.0,9,3
531,2374.663583,1.0,2242.26,1222.96,1019.3,228.465161,0.416667,1.0,2,42,2850.0,2073.374513,874.422722,0.0,12,3
533,2569.379868,1.0,972.65,162.95,809.7,1390.367155,0.166667,0.5,5,15,5500.0,807.047622,590.361005,0.0,12,3
537,7190.047748,1.0,1549.61,1549.61,0.0,3269.100834,0.666667,0.0,11,19,17500.0,1727.425472,1770.058766,0.0,12,3
539,5066.461251,1.0,2274.21,1282.85,991.36,2854.551358,0.666667,1.0,23,60,5000.0,5174.255034,6174.387335,0.0,12,3
540,2454.610005,1.0,1635.69,0.0,1635.69,486.813976,0.0,1.0,1,33,3000.0,1442.488419,1113.097672,0.0,12,3
549,1034.660626,0.833333,1308.11,1308.11,0.0,234.602843,0.5,0.0,1,8,1500.0,236.764555,207.007715,0.0,6,3
550,11547.52001,1.0,49039.57,40761.25,8278.32,558.166886,1.0,0.916667,1,101,22500.0,46930.59824,2974.069421,0.25,12,3
551,8997.488544,1.0,4604.72,4020.33,584.39,1854.533843,0.666667,0.75,8,46,9000.0,4201.889848,7060.930982,0.0,12,3
552,9149.4096,1.0,227.8,227.8,0.0,5583.937965,0.333333,0.0,13,4,9500.0,6710.905443,6510.915661,0.0,12,3
553,1296.922119,1.0,2327.49,2327.49,0.0,1873.271885,0.666667,0.0,6,18,6000.0,2322.412643,360.670758,0.0,12,3
554,1758.979585,0.818182,1199.0,1199.0,0.0,8552.910316,0.090909,0.0,17,1,6750.0,11634.38713,422.041626,0.111111,11,3
557,5404.202992,1.0,469.0,286.0,183.0,8005.22508,0.166667,0.333333,52,4,7000.0,2676.467444,1468.475204,0.0,6,3
569,9559.783145,1.0,709.0,709.0,0.0,771.711794,0.3,0.0,3,3,10500.0,2447.227264,2042.09446,0.0,10,3
577,7975.19143,1.0,1142.15,1017.65,124.5,2652.115823,0.333333,0.25,3,10,9000.0,2079.521171,2902.18515,0.0,12,3
585,15244.74865,1.0,7823.74,7564.81,258.93,2621.049473,1.0,1.0,2,62,19000.0,11123.40918,4467.520244,0.0,12,3
589,4114.723127,1.0,1841.62,1456.94,384.68,4004.273974,1.0,0.25,8,21,7500.0,7780.322889,950.496396,0.0,12,3
596,394.269079,0.363636,525.0,525.0,0.0,2003.827851,0.083333,0.0,12,1,2500.0,3747.367504,82.631551,0.0,12,3
598,266.588825,1.0,1750.51,1515.46,235.05,239.188373,1.0,0.166667,2,31,3500.0,2103.253278,193.898848,0.25,12,3
600,3183.529482,1.0,386.12,386.12,0.0,3715.643596,0.636364,0.0,7,9,4000.0,4441.185925,752.309324,0.0,11,3
606,6787.661776,1.0,99.5,0.0,99.5,7726.511679,0.0,0.75,10,10,8000.0,1775.13958,2293.582697,0.0,12,3
608,3946.876897,1.0,207.0,0.0,207.0,1546.727807,0.0,0.916667,11,11,8500.0,1494.101923,886.539252,0.0,12,3
610,7155.328723,1.0,3837.59,1860.18,1977.41,14811.68818,0.916667,1.0,51,52,9500.0,17739.94594,2500.582848,0.0,12,3
611,2147.939753,0.818182,117.57,117.57,0.0,1022.23072,0.083333,0.0,2,2,8000.0,5441.876882,542.296729,0.1,12,3
613,5380.796813,1.0,1710.24,817.32,892.92,2292.800636,0.416667,1.0,6,43,6000.0,1572.990843,3215.771919,0.0,12,3
617,2113.098241,1.0,619.93,0.0,619.93,1958.668173,0.0,0.916667,2,24,4000.0,529.829894,508.775831,0.0,12,3
622,5248.392421,1.0,8403.17,7469.7,933.47,3141.100688,0.666667,0.75,12,117,13000.0,8495.972927,1183.069705,0.25,12,3
627,1803.955439,1.0,1044.43,801.35,243.08,103.174612,0.416667,0.333333,1,23,5000.0,1068.805913,518.001095,0.0,12,3
628,2394.126386,1.0,3651.59,1544.79,2106.8,2420.908491,0.833333,1.0,11,111,4500.0,6925.337419,1646.768053,0.083333,12,3
633,2134.513436,1.0,733.35,78.6,654.75,5716.149236,0.181818,0.818182,7,11,3000.0,6801.933334,1017.637027,0.090909,11,3
634,4925.502001,1.0,3050.72,989.14,2061.58,10901.29827,0.333333,0.333333,24,16,11500.0,21320.89625,3913.712987,0.166667,12,3
644,1759.969888,1.0,5969.33,3755.24,2214.09,1777.022586,1.0,1.0,4,92,16500.0,7272.999505,445.131364,0.25,12,3
646,6014.806806,1.0,433.63,433.63,0.0,2433.987199,0.25,0.0,13,5,7000.0,1534.75789,1663.455756,0.0,12,3
648,365.12275,1.0,571.32,0.0,571.32,4961.005282,0.0,0.333333,14,3,4000.0,5308.488824,216.48223,0.454545,12,3
650,1043.249828,1.0,281.25,0.0,281.25,1361.24762,0.0,0.888889,4,9,1200.0,634.96657,965.13244,0.0,9,3
651,2571.925816,1.0,1701.9,464.9,1237.0,1089.064313,0.25,1.0,5,55,3000.0,710.210734,684.951673,0.0,12,3
655,1724.2041,1.0,8371.19,4192.8,4178.39,959.946429,0.5,1.0,1,87,3800.0,9582.782864,1805.370785,0.25,12,3
658,3808.073463,0.909091,6030.34,2874.89,3155.45,7279.880364,0.5,1.0,62,104,7000.0,17084.85192,2068.25205,0.090909,12,3
669,10359.45471,1.0,12650.0,12650.0,0.0,2781.682203,0.25,0.0,2,10,10500.0,7566.470234,9170.428051,0.0,12,3
670,2144.477682,1.0,228.35,228.35,0.0,1908.662268,0.333333,0.0,1,7,4000.0,2520.722012,507.937007,0.0,12,3
679,7025.757291,1.0,66.32,66.32,0.0,8733.135566,0.083333,0.0,16,1,9000.0,9547.622542,2385.432813,0.0,12,3
681,5656.069801,1.0,362.36,362.36,0.0,7240.433194,0.25,0.0,12,2,8000.0,683.421497,2036.877611,0.0,8,3
682,2705.591995,1.0,818.02,326.02,492.0,2758.007287,0.083333,1.0,3,14,3000.0,4055.34116,1002.627519,0.083333,12,3
684,3472.806962,1.0,1800.0,0.0,1800.0,2642.846513,0.0,1.0,7,12,6000.0,2214.368263,4093.868044,0.0,12,3
689,233.395491,0.818182,2025.0,2025.0,0.0,385.62779,0.75,0.0,1,21,6000.0,2420.445403,118.312302,0.5,12,3
692,908.354652,1.0,231.35,0.0,231.35,944.183414,0.0,0.857143,3,7,1000.0,161.97536,930.115009,0.0,7,3
694,763.327047,1.0,579.28,300.0,279.28,727.52546,0.166667,0.416667,1,13,1200.0,635.871404,220.685812,0.0,12,3
696,7006.751866,1.0,328.92,328.92,0.0,9497.696525,0.166667,0.0,12,2,10000.0,659.559695,1400.681628,0.0,6,3
706,2572.508325,1.0,64.0,64.0,0.0,248.690762,0.083333,0.0,2,1,2800.0,373.433094,3945.38539,0.0,12,3
708,13763.47358,1.0,9670.84,6701.08,2969.76,1896.204934,0.75,1.0,2,88,17500.0,24199.11108,3039.137305,0.083333,12,3
709,1861.026633,1.0,7446.18,6376.98,1069.2,2817.03397,1.0,1.0,5,82,10000.0,10274.93122,528.241518,0.333333,12,3
715,3714.539663,1.0,1307.16,1307.16,0.0,4245.840374,1.0,0.0,4,24,5000.0,1529.771263,1212.951385,0.0,12,3
718,2386.932058,1.0,861.79,181.81,679.98,457.699229,0.166667,0.166667,1,7,6000.0,6532.686986,634.388953,0.083333,12,3
720,2643.876192,0.818182,798.34,277.0,521.34,3206.809796,0.25,0.416667,2,19,4500.0,728.056878,769.627647,0.0,12,3
723,13774.74154,1.0,404.24,0.0,404.24,3369.474535,0.0,0.25,7,3,14500.0,3167.870886,3533.4648,0.0,12,3
726,6713.551391,1.0,7590.08,7403.57,186.51,1596.569821,0.666667,0.166667,4,81,10000.0,2344.430467,4676.633767,0.0,12,3
734,2752.146656,1.0,1648.53,618.55,1029.98,2146.51325,0.333333,1.0,4,46,6500.0,1427.725762,1342.185961,0.0,12,3
743,1560.533094,0.777778,749.57,209.77,539.8,4096.907903,0.222222,0.444444,19,7,6000.0,617.46628,414.824247,0.0,9,3
748,1274.851959,1.0,1798.24,144.86,1653.38,756.233501,0.166667,0.916667,3,17,1500.0,1340.224464,1732.955307,0.0,12,3
750,3121.267822,0.888889,4139.56,4139.56,0.0,3607.406242,0.333333,0.0,3,8,9000.0,1600.272221,597.159149,0.0,9,3
752,4006.206157,1.0,169.28,0.0,169.28,2868.734582,0.0,0.583333,7,7,6000.0,1553.157125,988.712621,0.0,12,3
754,4193.283047,1.0,183.7,183.7,0.0,1585.714709,0.25,0.0,4,4,10500.0,1030.093462,1116.001393,0.0,12,3
756,2830.364475,1.0,1412.76,0.0,1412.76,2045.094842,0.0,1.0,6,25,5000.0,6940.278105,759.346966,0.0,12,3
758,815.427615,1.0,1936.01,1471.04,464.97,232.292989,0.5,1.0,1,27,2000.0,1759.115089,232.076866,0.0,12,3
762,5639.464394,1.0,717.18,399.15,318.03,3856.971744,0.166667,0.25,16,7,7000.0,1460.652254,1540.175186,0.0,12,3
768,9470.18498,1.0,49.19,0.0,49.19,4078.303778,0.0,0.416667,6,5,12000.0,2230.957196,2672.605531,0.0,12,3
769,2388.503738,1.0,4021.29,2303.6,1717.69,2075.781347,1.0,0.5,4,44,5000.0,2851.045852,794.323892,0.0,12,3
772,2027.896903,1.0,933.5,933.5,0.0,1160.28334,0.083333,0.0,2,1,3000.0,393.417404,462.153221,0.0,12,3
776,3879.064446,1.0,9796.28,9536.28,260.0,1959.013493,0.833333,0.583333,2,45,19000.0,12667.90527,968.363741,0.333333,12,3
777,708.509086,1.0,2109.61,1734.61,375.0,366.008558,0.583333,1.0,3,19,6500.0,4591.162882,296.681069,0.181818,12,3
779,4343.537475,1.0,1326.3,1326.3,0.0,1123.247578,1.0,0.0,2,23,4500.0,1373.689245,3414.220124,0.0,12,3
783,298.592251,1.0,1804.09,620.16,1183.93,327.479813,0.916667,0.666667,3,27,7500.0,1672.051219,190.893951,0.181818,12,3
787,835.007085,0.75,90.39,90.39,0.0,1160.459619,0.125,0.0,1,1,1500.0,254.561828,152.221816,0.0,8,3
793,1819.529197,1.0,219.26,219.26,0.0,977.92638,0.25,0.0,7,5,2500.0,518.949471,1223.335721,0.0,12,3
