,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,KMC_clusters
247,6.390383,1.0,79.66,0.0,79.66,0.0,0.0,1.0,0,12,1500.0,75.896288,75.967742,0.0,12,4
251,996.48222,1.0,675.96,0.0,675.96,0.0,0.0,1.0,0,12,1000.0,1851.602411,1382.292833,0.083333,12,4
252,19.508047,1.0,193.14,0.0,193.14,0.0,0.0,0.416667,0,5,2000.0,220.46377,71.965063,0.25,12,4
255,22.189283,0.363636,234.16,0.0,234.16,0.0,0.0,0.272727,0,4,1500.0,479.910499,149.977816,0.5,11,4
258,5570.190127,1.0,1607.88,0.0,1607.88,0.0,0.0,1.0,0,84,13500.0,1583.411686,2216.638394,0.0,12,4
278,1473.495809,1.0,414.0,0.0,414.0,0.0,0.0,0.666667,0,9,10500.0,5863.94034,570.250342,0.5,12,4
281,1129.33758,1.0,498.96,0.0,498.96,72.259355,0.0,1.0,1,12,1000.0,829.505486,1623.389428,0.0,12,4
294,41.833264,1.0,456.36,0.0,456.36,0.0,0.0,0.916667,0,14,6000.0,370.996177,163.287618,0.333333,12,4
318,40.089221,1.0,225.0,0.0,225.0,0.0,0.0,1.0,0,12,1500.0,325.578502,286.122587,0.166667,12,4
325,57.842746,1.0,689.34,0.0,689.34,0.0,0.0,1.0,0,24,1500.0,453.842413,148.28357,0.333333,12,4
336,98.364739,0.181818,65.0,0.0,65.0,0.0,0.0,0.166667,0,2,1200.0,718.794328,53.655347,0.0,12,4
338,16.93339,0.454545,174.42,0.0,174.42,0.0,0.0,0.25,0,5,2500.0,347.08638,149.301101,0.75,12,4
339,3355.631092,1.0,242.88,0.0,242.88,0.0,0.0,1.0,0,12,13500.0,6084.115091,890.639118,0.090909,12,4
345,17.356961,0.454545,390.0,90.0,300.0,0.0,0.083333,0.5,0,7,2000.0,302.454171,74.667401,0.0,12,4
349,21.580264,0.909091,284.72,0.0,284.72,0.0,0.0,0.666667,0,16,5000.0,344.161416,155.792859,0.8,12,4
365,1279.325142,1.0,1207.25,0.0,1207.25,0.0,0.0,1.0,0,59,1200.0,1282.705869,1300.596775,0.0,12,4
367,5747.761139,1.0,1627.69,0.0,1627.69,0.0,0.0,1.0,0,49,5500.0,2507.704747,7490.453967,0.0,12,4
374,2045.541408,1.0,1067.28,0.0,1067.28,0.0,0.0,1.0,0,30,2000.0,2021.775795,3073.416298,0.0,12,4
377,143.443832,0.636364,1631.0,0.0,1631.0,0.0,0.0,0.583333,0,7,2500.0,2550.799492,157.269321,1.0,12,4
388,79.189929,1.0,699.12,0.0,699.12,0.0,0.0,1.0,0,24,2500.0,697.977603,183.858351,0.583333,12,4
389,497.908027,1.0,245.39,0.0,245.39,0.0,0.0,0.5,0,7,4000.0,328.796655,165.308304,0.0,12,4
394,201.3504,1.0,600.0,0.0,600.0,0.0,0.0,0.416667,0,6,1000.0,249.066308,184.776562,0.0,12,4
396,4543.789386,1.0,255.12,5.0,250.12,0.0,0.25,0.5,0,11,8500.0,1703.332126,1121.510137,0.0,12,4
401,2025.162877,1.0,778.33,0.0,778.33,0.0,0.0,0.916667,0,28,2000.0,1411.329676,1430.50774,0.0,12,4
414,318.03434,1.0,1277.58,0.0,1277.58,0.0,0.0,1.0,0,20,7000.0,552.734714,173.336309,0.0,12,4
443,598.78776,1.0,519.0,0.0,519.0,0.0,0.0,0.636364,0,9,4500.0,621.255763,210.248259,0.0,11,4
449,21.12921,0.545455,229.5,54.0,175.5,0.0,0.083333,0.416667,0,7,3150.0,423.206638,157.471831,0.714286,12,4
456,123.394089,0.909091,1450.68,0.0,1450.68,0.0,0.0,1.0,0,20,6000.0,1583.421932,137.826186,0.454545,12,4
467,52.229659,1.0,565.5,0.0,565.5,101.137379,0.0,1.0,1,14,8500.0,2768.795805,199.803721,0.25,12,4
474,1135.53683,1.0,50.98,0.0,50.98,0.0,0.0,0.333333,0,4,1200.0,320.592941,385.347014,0.0,12,4
475,3430.981532,1.0,378.04,0.0,378.04,0.0,0.0,0.166667,0,4,11300.0,4315.936534,4483.503862,0.0,12,4
480,45.753138,0.545455,449.96,0.0,449.96,0.0,0.0,0.5,0,8,7000.0,1023.209164,127.78905,0.6,12,4
498,126.207012,0.636364,913.0,0.0,913.0,0.0,0.0,0.333333,0,5,7500.0,1718.487894,140.181283,1.0,12,4
504,128.175207,0.818182,182.94,0.0,182.94,0.0,0.0,0.833333,0,10,5000.0,1391.649702,186.774371,0.3,12,4
505,47.6368,0.727273,379.28,0.0,379.28,0.0,0.0,0.583333,0,7,2500.0,641.943628,156.644197,1.0,12,4
506,1529.206464,1.0,874.94,0.0,874.94,0.0,0.0,0.75,0,18,1500.0,716.241063,1502.744095,0.0,12,4
510,32.042424,0.909091,400.41,0.0,489.39,0.0,0.0,0.75,0,11,4500.0,353.570259,132.13182,0.666667,12,4
518,43.42718,1.0,569.34,0.0,569.34,0.0,0.0,1.0,0,19,16500.0,758.421856,163.044353,1.0,12,4
519,1874.601636,1.0,305.78,0.0,305.78,0.0,0.0,0.583333,0,14,1500.0,518.757481,19977.00572,0.0,12,4
530,189.12074,0.909091,1051.1,0.0,1051.1,0.0,0.0,0.833333,0,13,3000.0,1301.155857,168.227161,0.375,12,4
547,263.6992,1.0,1856.64,0.0,1856.64,0.0,0.0,1.0,0,12,1800.0,1591.559543,1991.577214,0.0,12,4
555,194.493602,1.0,1174.76,0.0,1174.76,0.0,0.0,1.0,0,41,4500.0,1280.294998,203.755356,0.0,12,4
562,1029.101022,1.0,49.1,0.0,49.1,0.0,0.0,0.25,0,3,1000.0,59.924534,8269.955787,0.0,12,4
565,4546.766836,1.0,3525.37,0.0,3525.37,0.0,0.0,1.0,0,66,15000.0,14083.96809,1442.933291,0.25,12,4
567,3457.086184,1.0,2448.6,0.0,2448.6,0.0,0.0,1.0,0,12,1700.0,227.514473,38512.12477,0.0,12,4
575,1068.031748,0.727273,98.97,0.0,98.97,0.0,0.0,0.416667,0,5,2500.0,3594.989864,445.215577,0.0,12,4
595,9.962695,0.545455,99.19,0.0,99.19,0.0,0.0,0.5,0,7,4000.0,209.014647,147.337498,0.166667,12,4
599,917.732846,1.0,18.41,0.0,18.41,0.0,0.0,0.083333,0,1,1000.0,1407.291593,424.623595,0.0,12,4
607,107.298227,0.636364,1084.09,0.0,1084.09,0.0,0.0,0.666667,0,9,8000.0,1515.629124,152.094041,0.714286,12,4
618,16.371699,0.3,190.0,0.0,190.0,0.0,0.0,0.2,0,3,4000.0,322.114468,139.674841,0.5,10,4
623,9.581344,1.0,118.6,70.0,48.6,0.0,0.083333,0.916667,0,25,3300.0,117.780082,56.500841,0.1,12,4
630,288.474257,1.0,1025.03,0.0,1025.03,0.0,0.0,1.0,0,67,2800.0,1148.409463,183.177287,0.083333,12,4
653,61.644247,0.363636,490.6,0.0,490.6,0.0,0.0,0.272727,0,3,18000.0,1197.347043,131.19619,1.0,11,4
659,28.394518,0.181818,379.3,0.0,379.3,0.0,0.0,0.166667,0,6,2500.0,534.818301,28.994494,0.181818,12,4
666,1418.254924,1.0,362.13,0.0,362.13,0.0,0.0,1.0,0,19,1200.0,496.114334,15914.72154,0.0,12,4
673,1162.770552,1.0,533.36,0.0,533.36,19.292323,0.0,0.583333,1,8,1200.0,632.227172,1395.576542,0.0,12,4
678,820.05973,1.0,162.56,0.0,162.56,0.0,0.0,0.5,0,6,1000.0,215.685296,7281.645049,0.0,12,4
680,1.411754,0.2,19.9,0.0,19.9,0.0,0.0,0.1,0,2,6500.0,49.622958,48.782575,0.5,10,4
686,145.973232,0.818182,1131.08,0.0,1131.08,0.0,0.0,0.5,0,25,18000.0,1317.549381,481.452747,0.25,12,4
687,1943.792266,1.0,83.35,0.0,83.35,0.0,0.0,0.142857,0,1,4000.0,290.353132,276.463002,0.0,7,4
697,4414.952906,1.0,419.64,0.0,419.64,0.0,0.0,1.0,0,12,4200.0,467.204852,24302.09819,0.0,12,4
713,88.823762,1.0,291.65,0.0,291.65,0.0,0.0,0.666667,0,10,8000.0,341.378477,209.317582,0.083333,12,4
736,0.25571,0.090909,24.0,0.0,24.0,0.0,0.0,0.166667,0,2,1500.0,9.533313,8.8426,0.0,12,4
741,83.279345,1.0,1080.11,0.0,1080.11,0.0,0.0,1.0,0,23,9000.0,1065.332527,178.115434,1.0,12,4
745,1544.979869,1.0,880.19,0.0,927.45,0.0,0.0,1.0,0,46,1500.0,1189.503063,1104.152962,0.0,12,4
751,3406.473855,1.0,1140.0,0.0,1140.0,0.0,0.0,0.5,0,6,3650.0,2541.196672,2559.345,0.0,12,4
761,23.276656,0.636364,796.56,0.0,796.56,0.0,0.0,1.0,0,13,4000.0,912.478311,102.895907,0.636364,12,4
784,88.242406,0.636364,758.31,0.0,758.31,0.0,0.0,0.5,0,7,6000.0,501.41401,83.041019,0.416667,12,4
785,14.731998,0.818182,121.5,0.0,121.5,0.0,0.0,0.818182,0,9,4000.0,137.148597,125.135021,0.0,11,4
791,10.096031,1.0,184.92,0.0,184.92,0.0,0.0,1.0,0,12,4000.0,185.189285,129.992635,0.545455,12,4
795,644.530629,1.0,268.68,0.0,268.68,0.0,0.0,1.0,0,12,1200.0,1557.68946,438.318992,0.166667,12,4
797,197.555397,1.0,1876.8,0.0,1876.8,0.0,0.0,1.0,0,12,5000.0,1715.207478,163.663033,1.0,12,4
799,26.680023,0.545455,520.5,0.0,520.5,0.0,0.0,0.5,0,15,4000.0,551.370293,88.814191,0.454545,12,4
814,4.503251,0.181818,60.24,0.0,60.24,0.0,0.0,0.166667,0,2,4000.0,471.23242,110.528523,0.5,12,4
816,1841.359829,1.0,2280.58,0.0,2280.58,0.0,0.0,0.916667,0,20,1800.0,2463.113969,1947.918485,0.0,12,4
822,1358.890643,1.0,89.9,28.0,61.9,0.0,0.083333,0.166667,0,4,7000.0,323.344372,409.65366,0.0,12,4
836,938.177781,1.0,1288.42,0.0,1288.42,0.0,0.0,0.916667,0,23,1500.0,1018.536172,196.720403,0.0,12,4
837,129.3741,1.0,1102.72,0.0,1102.72,0.0,0.0,1.0,0,15,4000.0,1123.51632,178.44023,0.833333,12,4
847,62.596086,1.0,475.0,0.0,475.0,0.0,0.0,0.916667,0,12,1500.0,408.132037,170.451899,0.9,12,4
858,910.072514,1.0,18.05,0.0,18.05,19.118837,0.0,0.083333,1,1,1000.0,233.886707,230.806229,0.0,12,4
876,44.910575,1.0,444.96,0.0,444.96,0.0,0.0,1.0,0,12,3000.0,426.881014,170.607827,1.0,12,4
881,21.681508,1.0,299.04,0.0,299.04,0.0,0.0,1.0,0,12,7500.0,320.616627,188.367946,0.916667,12,4
896,3066.86081,1.0,84.65,0.0,84.65,0.0,0.0,0.75,0,9,8000.0,922.962087,711.596731,0.0,12,4
899,53.339006,1.0,315.48,0.0,315.48,0.0,0.0,1.0,0,12,1000.0,193.699669,162.729509,0.0,12,4
911,24.820164,0.727273,209.0,0.0,209.0,0.0,0.0,0.333333,0,6,1500.0,278.257109,153.048247,0.75,12,4
914,2.957267,0.272727,202.72,0.0,202.72,0.0,0.0,0.833333,0,10,4500.0,31.596193,53.011601,0.0,12,4
915,1068.434064,1.0,27.0,0.0,27.0,0.0,0.0,0.083333,0,1,1200.0,219.692369,310.32899,0.0,12,4
918,0.867528,0.272727,26.62,0.0,26.62,0.0,0.0,0.333333,0,4,4500.0,18.336805,8.745383,0.090909,12,4
947,40.332553,0.545455,158.37,0.0,158.37,0.0,0.0,0.083333,0,1,3000.0,2280.290156,72.792874,0.0,12,4
949,1462.280124,1.0,516.0,0.0,516.0,0.0,0.0,1.0,0,12,1500.0,752.367432,1009.381645,0.0,12,4
963,1905.101343,1.0,455.72,0.0,455.72,0.0,0.0,1.0,0,22,3000.0,576.311637,701.949213,0.0,12,4
964,69.016286,0.909091,749.9,0.0,749.9,0.0,0.0,0.818182,0,10,1500.0,701.387872,152.188982,0.777778,11,4
965,2872.838687,1.0,555.0,0.0,555.0,0.0,0.0,0.583333,0,12,3000.0,1397.027257,1680.543762,0.0,12,4
975,343.966223,1.0,3927.12,0.0,3927.12,0.0,0.0,1.0,0,34,5500.0,3626.983417,198.454649,0.333333,12,4
980,114.38833,1.0,182.0,0.0,182.0,0.0,0.0,0.333333,0,4,1500.0,169.708108,168.97377,0.083333,12,4
986,1055.53207,1.0,170.0,0.0,170.0,0.0,0.0,0.166667,0,3,1200.0,229.301004,299.351881,0.0,12,4
996,9.503968,1.0,96.62,0.0,96.62,0.0,0.0,1.0,0,19,4500.0,1086.932525,92.217936,0.25,12,4
1000,2022.469335,1.0,22.5,0.0,22.5,0.0,0.0,0.416667,0,5,10000.0,2062.495163,435.662185,0.0,12,4
1006,41.146561,1.0,825.0,0.0,825.0,0.0,0.0,1.0,0,12,2500.0,887.677869,132.020035,0.727273,12,4
1055,56.536572,1.0,499.92,0.0,499.92,0.0,0.0,1.0,0,12,3000.0,496.551862,194.502845,0.416667,12,4
1056,39.37618,1.0,256.5,0.0,256.5,0.0,0.0,0.666667,0,9,1200.0,164.37267,131.106729,0.166667,12,4
1066,6.914784,0.454545,71.4,0.0,71.4,0.0,0.0,0.083333,0,2,2000.0,21.55251,112.584481,0.0,12,4
1070,1050.92679,1.0,150.0,0.0,150.0,114.462798,0.0,0.5,1,6,1000.0,238.619393,5303.958597,0.0,12,4
1071,62.635576,1.0,611.31,0.0,611.31,0.0,0.0,1.0,0,37,1500.0,514.6675,139.832021,0.916667,12,4
1092,7.527502,0.545455,65.75,0.0,65.75,0.0,0.0,0.416667,0,5,4000.0,187.936242,132.19075,0.571429,12,4
1102,153.162696,1.0,1198.2,0.0,1198.2,0.0,0.0,1.0,0,12,7000.0,1108.354624,184.163134,0.416667,12,4
1109,8115.039014,1.0,383.42,0.0,383.42,0.0,0.0,0.416667,0,7,11000.0,1982.542865,1821.785907,0.0,12,4
1111,256.433357,1.0,206.35,0.0,206.35,0.0,0.0,0.75,0,9,1000.0,689.933057,1879.817257,0.0,12,4
1112,297.985886,1.0,116.18,7.78,108.4,0.0,0.083333,0.333333,0,5,1000.0,1178.583629,206.812783,0.083333,12,4
1116,94.241684,0.666667,1019.34,0.0,1019.34,0.0,0.0,0.666667,0,7,5000.0,1014.359244,122.108687,1.0,9,4
1117,0.48805,0.9,121.0,0.0,121.0,0.0,0.0,0.2,0,2,13000.0,239.482389,18.219526,0.1,10,4
1121,1373.174839,1.0,215.0,0.0,215.0,0.0,0.0,0.166667,0,10,8500.0,598.012696,319.996667,0.0,12,4
1128,20.962217,1.0,290.36,0.0,290.36,0.0,0.0,0.833333,0,12,10000.0,255.56413,178.83986,0.727273,12,4
1148,1818.441161,1.0,904.3,0.0,904.3,0.0,0.0,1.0,0,54,1700.0,1251.158216,1750.367637,0.0,12,4
1153,42.366061,0.818182,463.32,0.0,463.32,0.0,0.0,0.666667,0,9,6500.0,499.856766,179.524229,0.714286,12,4
1158,269.309231,1.0,280.25,0.0,280.25,0.0,0.0,0.916667,0,19,2500.0,176.415802,184.470935,0.0,12,4
1159,230.823876,1.0,1842.33,0.0,1842.33,0.0,0.0,0.833333,0,12,3000.0,1651.128297,174.020429,0.333333,12,4
1160,6.903243,0.727273,145.01,0.0,145.01,0.0,0.0,0.75,0,9,3000.0,162.930205,66.97684,0.142857,12,4
1164,20.889413,0.636364,244.2,0.0,244.2,0.0,0.0,0.25,0,4,4000.0,541.817138,72.261438,0.0,12,4
1177,123.791796,0.727273,1202.5,0.0,1202.5,0.0,0.0,0.583333,0,41,2500.0,1623.347254,194.037041,0.833333,12,4
1179,971.681565,1.0,133.31,0.0,133.31,148.475392,0.0,0.583333,2,1,1000.0,496.155153,716.223809,0.0,12,4
1184,214.610294,1.0,496.0,0.0,496.0,0.0,0.0,0.833333,0,12,2500.0,739.051121,187.9353,0.083333,12,4
1185,4.620029,1.0,59.67,0.0,59.67,0.0,0.0,0.916667,0,11,3000.0,60.665896,67.379671,0.0,12,4
1194,867.728471,1.0,41.07,0.0,41.07,0.0,0.0,0.25,0,3,3000.0,1409.282903,233.788637,0.0,12,4
1196,77.273142,0.818182,963.61,0.0,963.61,0.0,0.0,0.833333,0,14,3500.0,1218.480845,162.680718,0.2,12,4
1201,49.022296,1.0,480.27,0.0,480.27,0.0,0.0,1.0,0,37,2500.0,636.766732,179.232469,1.0,12,4
1203,2.451938,0.090909,37.75,0.0,37.75,0.0,0.0,0.083333,0,1,4000.0,426.039083,117.833863,1.0,12,4
1205,247.063258,1.0,1448.74,0.0,1448.74,0.0,0.0,1.0,0,23,5000.0,1313.816616,183.31064,0.0,12,4
1206,1327.775159,1.0,534.93,0.0,534.93,114.667852,0.0,1.0,1,38,1500.0,578.744266,400.735862,0.0,12,4
1219,5.801666,0.272727,88.97,33.0,55.97,0.0,0.083333,0.083333,0,2,2720.0,620.204737,140.098388,1.0,12,4
1223,5.260527,0.272727,263.16,0.0,263.16,0.0,0.0,0.333333,0,7,6000.0,385.107859,43.89699,0.2,12,4
1224,238.184435,0.75,2068.15,0.0,2068.15,0.0,0.0,0.75,0,7,4000.0,2143.223171,117.977018,0.833333,8,4
1230,1037.653522,1.0,584.4,0.0,584.4,0.0,0.0,1.0,0,12,1200.0,572.911937,519.80399,0.0,12,4
1234,61.109731,1.0,438.8,0.0,438.8,0.0,0.0,0.9,0,10,1500.0,367.594796,147.921516,0.75,10,4
1243,395.81907,0.888889,37.0,0.0,37.0,0.0,0.0,0.111111,0,2,2500.0,243.495592,159.29742,0.0,9,4
1246,11.047149,0.545455,180.5,0.0,180.5,0.0,0.0,0.333333,0,8,4000.0,269.952974,173.696638,0.75,12,4
1258,25.698927,0.909091,244.0,0.0,244.0,197.3778,0.0,1.0,1,16,7000.0,383.150843,92.417583,0.333333,12,4
1262,6619.14864,1.0,35.92,0.0,35.92,0.0,0.0,0.083333,0,1,13500.0,2071.643344,1797.588069,0.0,12,4
1265,12.00682,1.0,126.0,0.0,126.0,0.0,0.0,1.0,0,12,3000.0,171.837196,105.323736,0.333333,12,4
1270,27.263365,1.0,231.0,0.0,231.0,0.0,0.0,0.833333,0,11,5000.0,174.589426,151.412643,0.181818,12,4
1272,12.654903,0.4,120.0,0.0,120.0,0.0,0.0,0.2,0,3,4500.0,291.598507,74.698385,1.0,10,4
1296,421.475963,1.0,2218.26,0.0,2218.26,0.0,0.0,0.916667,0,11,4500.0,2031.739917,4522.22913,0.0,12,4
1306,1172.344218,1.0,454.21,0.0,454.21,0.0,0.0,0.916667,0,21,1000.0,447.202927,8791.735512,0.0,12,4
1324,57.862875,0.272727,579.0,0.0,579.0,0.0,0.0,0.25,0,6,5000.0,2124.54787,129.84145,1.0,12,4
1337,18.898762,0.363636,212.5,0.0,212.5,0.0,0.0,0.25,0,7,1000.0,275.063898,59.26757,0.363636,12,4
1339,162.905422,0.727273,1600.0,0.0,1600.0,0.0,0.0,0.666667,0,8,6000.0,2733.152899,156.243291,0.666667,12,4
1352,15.730229,1.0,163.24,55.0,108.24,0.0,0.083333,1.0,0,13,1200.0,179.844127,129.984859,0.166667,12,4
1354,20.933565,0.363636,295.32,0.0,295.32,0.0,0.0,0.333333,0,8,3000.0,315.301272,57.711988,0.181818,12,4
1362,2054.372848,1.0,833.28,0.0,833.28,0.0,0.0,1.0,0,24,4000.0,1020.782939,1329.038006,0.0,12,4
1363,60.835983,0.454545,1151.45,0.0,1151.45,0.0,0.0,0.333333,0,5,4000.0,1499.855842,39.385916,0.1,12,4
1366,746.693629,1.0,615.2,0.0,615.2,0.0,0.0,0.916667,0,16,1000.0,1693.123192,815.025567,0.083333,12,4
1372,1064.037564,0.9,55.52,0.0,55.52,0.0,0.0,0.3,0,4,4000.0,2427.690302,717.747014,0.0,10,4
1379,1916.470203,1.0,380.0,0.0,380.0,0.0,0.0,0.416667,0,6,8500.0,577.247923,439.337182,0.0,12,4
1380,21.639571,1.0,191.7,0.0,191.7,0.0,0.0,0.666667,0,16,7000.0,3692.246322,100.894512,0.0,12,4
1390,14.434808,1.0,237.48,0.0,237.48,0.0,0.0,1.0,0,12,2500.0,216.922698,169.95303,1.0,12,4
1401,2849.47477,1.0,574.92,0.0,574.92,0.0,0.0,1.0,0,12,2500.0,3909.150905,5092.7993,0.0,12,4
1404,39.665224,1.0,265.92,0.0,265.92,0.0,0.0,0.916667,0,11,2000.0,295.676965,136.234257,0.363636,12,4
1408,57.764354,0.545455,454.2,0.0,454.2,0.0,0.0,0.416667,0,15,10500.0,712.993271,164.374194,0.25,12,4
1430,1227.548135,1.0,322.0,0.0,322.0,0.0,0.0,0.583333,0,13,1000.0,133.36143,9285.151136,0.0,12,4
1433,1367.479599,0.818182,12375.0,0.0,12375.0,0.0,0.0,0.75,0,9,16500.0,15246.11594,295.779348,1.0,12,4
1446,556.359504,1.0,1111.12,0.0,1111.12,0.0,0.0,0.833333,0,10,2500.0,1248.404553,171.42994,0.0,12,4
1448,1.198223,0.909091,317.02,149.97,167.05,0.0,0.75,0.666667,0,30,6000.0,304.637365,28.51825,0.0,12,4
1452,1117.368286,1.0,972.38,0.0,972.38,0.0,0.0,1.0,0,21,1900.0,667.050505,538.835764,0.0,12,4
1455,63.685705,1.0,690.84,0.0,690.84,0.0,0.0,1.0,0,24,2500.0,676.624615,171.700116,1.0,12,4
1457,173.658581,1.0,1210.0,0.0,1210.0,0.0,0.0,0.875,0,8,1000.0,977.652258,113.492537,0.833333,8,4
1458,4.382924,0.272727,130.24,0.0,152.24,0.0,0.0,0.083333,0,0,14000.0,28988.97388,1092.184812,0.5,12,4
1472,27.694103,0.444444,474.96,0.0,474.96,0.0,0.0,0.222222,0,7,7500.0,611.396021,81.113509,1.0,9,4
1473,294.381106,1.0,828.0,0.0,828.0,0.0,0.0,0.5,0,6,1000.0,542.108571,203.364386,0.125,10,4
1496,392.992722,1.0,508.32,0.0,508.32,0.0,0.0,1.0,0,36,1500.0,168.998137,199.547052,0.0,12,4
