,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,KMC_clusters
88,4037.305658,1.0,45.0,45.0,0.0,104.238064,0.083333,0.0,1,1,4500.0,1073.844885,968.941265,0.0,12,0
89,6110.265264,1.0,0.0,0.0,0.0,2717.253917,0.0,0.0,14,0,6500.0,1502.205631,2864.380327,0.0,12,0
92,1321.47608,1.0,45.65,45.65,0.0,495.657934,0.083333,0.0,1,1,1800.0,440.840439,312.560636,0.0,12,0
95,1139.782882,1.0,0.0,0.0,0.0,120.612912,0.0,0.0,1,0,1200.0,151.823651,2906.110765,0.0,12,0
104,862.07238,1.0,0.0,0.0,0.0,920.309805,0.0,0.0,1,0,4000.0,2236.890255,214.828158,0.083333,12,0
107,4986.400804,1.0,0.0,0.0,0.0,5439.467563,0.0,0.0,40,0,8000.0,1241.538024,1439.230899,0.0,12,0
113,6458.56209,1.0,0.0,0.0,0.0,3360.228794,0.0,0.0,11,0,7000.0,1277.76778,2760.115734,0.0,12,0
117,1785.626943,1.0,0.0,0.0,0.0,576.206382,0.0,0.0,10,0,1800.0,687.691735,2439.136113,0.0,12,0
119,2662.629852,1.0,0.0,0.0,0.0,509.023801,0.0,0.0,4,0,3000.0,932.418855,709.207016,0.0,12,0
123,2876.396444,1.0,0.0,0.0,0.0,998.84867,0.0,0.0,2,0,3200.0,1065.426905,1412.648089,0.0,12,0
124,14224.11541,1.0,0.0,0.0,0.0,4614.427403,0.0,0.0,9,0,19000.0,3066.614272,3406.258999,0.0,12,0
126,57.453201,0.75,0.0,0.0,0.0,272.713302,0.0,0.0,1,0,1200.0,385.853874,84.697292,0.166667,8,0
141,764.042156,0.818182,0.0,0.0,0.0,1307.102516,0.0,0.0,3,0,7500.0,1566.806897,172.959728,0.0,12,0
147,264.811595,1.0,28.65,28.65,0.0,384.26178,0.083333,0.0,1,1,9000.0,1235.630069,194.324456,0.083333,12,0
157,1734.510004,1.0,0.0,0.0,0.0,66.275851,0.0,0.0,2,0,1800.0,363.474455,2827.997525,0.0,12,0
160,2737.367678,1.0,0.0,0.0,0.0,429.691164,0.0,0.0,5,0,3000.0,778.827993,721.798576,0.0,12,0
161,4014.818167,1.0,0.0,0.0,0.0,988.356213,0.0,0.0,1,0,8500.0,1009.185035,1177.149934,0.0,12,0
165,5800.587339,1.0,0.0,0.0,0.0,369.950794,0.0,0.0,1,0,6500.0,1346.365584,1972.526015,0.0,12,0
170,840.804076,0.666667,0.0,0.0,0.0,3671.777443,0.0,0.0,5,0,4000.0,3621.266477,193.171404,0.0,9,0
173,2187.732265,0.857143,0.0,0.0,0.0,3905.326256,0.0,0.0,9,0,3000.0,1423.788603,461.365626,0.2,7,0
175,1608.451822,1.0,0.0,0.0,0.0,205.737165,0.0,0.0,2,0,1800.0,470.565984,408.799147,0.0,12,0
177,2933.240476,1.0,0.0,0.0,0.0,2040.433925,0.0,0.0,13,0,3000.0,2431.578544,1739.74883,0.0,12,0
199,5698.539876,1.0,47.55,0.0,47.55,2039.52804,0.0,0.166667,14,2,6000.0,2976.579866,3463.174962,0.0,12,0
212,2458.376257,0.818182,0.0,0.0,0.0,102.275984,0.0,0.0,1,0,7500.0,4543.63481,647.20869,0.0,12,0
228,1.045584,0.333333,0.0,0.0,0.0,466.643895,0.0,0.0,1,0,1200.0,1068.581252,25.537,0.5,9,0
254,5335.302925,1.0,0.0,0.0,0.0,468.958688,0.0,0.0,2,0,6000.0,1350.318606,1249.937085,0.0,12,0
259,1668.591831,1.0,0.0,0.0,0.0,1716.941235,0.0,0.0,5,0,1800.0,2166.981163,568.063083,0.083333,12,0
284,272.711518,0.818182,0.0,0.0,0.0,682.156051,0.0,0.0,2,0,3000.0,2755.877257,144.621645,0.181818,12,0
285,4246.430225,1.0,0.0,0.0,0.0,9270.408108,0.0,0.0,16,0,7000.0,6010.525656,1793.262654,0.083333,12,0
286,2420.761135,1.0,0.0,0.0,0.0,567.233798,0.0,0.0,2,0,3000.0,871.713321,609.206784,0.0,12,0
289,5469.851311,1.0,0.0,0.0,0.0,512.792701,0.0,0.0,3,0,6000.0,1362.966798,2019.027883,0.0,12,0
293,3992.261885,1.0,0.0,0.0,0.0,348.834361,0.0,0.0,9,0,4000.0,1057.678259,1229.820066,0.0,12,0
297,5547.092593,1.0,0.0,0.0,0.0,3298.958165,0.0,0.0,2,0,12000.0,1786.142816,1351.998523,0.0,12,0
302,4338.606862,1.0,0.0,0.0,0.0,1817.569093,0.0,0.0,4,0,8000.0,8019.800702,964.118618,0.0,12,0
304,9261.310686,1.0,0.0,0.0,0.0,8603.045938,0.0,0.0,10,0,11000.0,1933.413908,2576.552758,0.0,12,0
308,1613.34907,0.909091,0.0,0.0,0.0,1606.322681,0.0,0.0,3,0,4500.0,312.433361,648.139459,0.0,11,0
313,927.041961,1.0,0.0,0.0,0.0,402.974164,0.0,0.0,5,0,1000.0,719.974244,339.553093,0.0,12,0
314,1872.767651,1.0,0.0,0.0,0.0,3394.509419,0.0,0.0,3,0,5500.0,1151.721386,627.015802,0.0,12,0
315,185.396312,1.0,0.0,0.0,0.0,842.456926,0.0,0.0,7,0,1000.0,117.542764,137.6915,0.0,11,0
316,4823.822993,0.857143,0.0,0.0,0.0,6481.300951,0.0,0.0,4,0,7000.0,863.62306,1148.631716,0.0,7,0
320,4732.37354,1.0,14.95,0.0,14.95,2173.356068,0.0,0.083333,11,1,5700.0,1289.284068,1172.289863,0.0,12,0
322,6719.376505,1.0,0.0,0.0,0.0,2443.262416,0.0,0.0,7,0,7500.0,1493.089193,2488.976669,0.0,12,0
324,1867.649838,1.0,0.0,0.0,0.0,3264.573342,0.0,0.0,9,0,4500.0,476.162309,401.970276,0.0,12,0
328,850.630114,1.0,0.05,0.05,0.0,1700.634586,0.083333,0.0,7,1,1000.0,1084.281127,367.409536,0.0,12,0
330,2669.160638,1.0,0.0,0.0,0.0,142.141325,0.0,0.0,2,0,3000.0,642.777061,1122.076137,0.0,12,0
334,2324.086254,0.909091,0.0,0.0,0.0,1600.758078,0.0,0.0,13,0,2300.0,2147.890523,2077.873573,0.0,11,0
350,4211.539631,1.0,0.0,0.0,0.0,455.581546,0.0,0.0,1,0,10500.0,1288.287239,1164.178674,0.0,12,0
358,214.896542,0.636364,0.0,0.0,0.0,1192.015721,0.0,0.0,1,0,3000.0,2298.902197,214.263752,0.2,12,0
359,1543.287931,1.0,0.0,0.0,0.0,36.481832,0.0,0.0,1,0,1800.0,548.589391,529.340488,0.0,12,0
361,1261.05733,1.0,0.0,0.0,0.0,474.429843,0.0,0.0,3,0,1500.0,866.865018,354.381003,0.0,12,0
368,7760.940543,1.0,0.0,0.0,0.0,3423.085934,0.0,0.0,10,0,8000.0,2845.010795,2459.741299,0.0,12,0
369,6388.108487,1.0,0.0,0.0,0.0,3768.696678,0.0,0.0,3,0,8000.0,10973.14532,2384.817152,0.083333,12,0
379,1528.571561,1.0,0.0,0.0,0.0,172.931118,0.0,0.0,2,0,1600.0,353.582373,559.030296,0.0,12,0
381,566.147105,1.0,0.0,0.0,0.0,187.572355,0.0,0.0,1,0,2000.0,1177.661577,190.365154,0.0,12,0
385,816.82453,0.3,42.3,42.3,0.0,3967.709973,0.1,0.0,5,1,6000.0,361.853722,645.320421,0.0,10,0
387,7957.017218,1.0,0.0,0.0,0.0,4909.937494,0.0,0.0,4,0,9000.0,677.144841,27631.45072,0.0,12,0
395,2502.264409,1.0,0.0,0.0,0.0,2368.872642,0.0,0.0,2,0,10000.0,541.308981,724.956358,0.0,12,0
398,5066.744231,1.0,0.0,0.0,0.0,1974.503664,0.0,0.0,6,0,13000.0,1336.016317,1606.963379,0.0,12,0
407,1874.843394,1.0,0.0,0.0,0.0,120.178123,0.0,0.0,1,0,2100.0,444.783009,671.420908,0.0,12,0
408,3024.629054,1.0,0.0,0.0,0.0,2171.139178,0.0,0.0,10,0,4500.0,4226.578611,691.692633,0.0,12,0
410,1322.057239,1.0,0.0,0.0,0.0,76.260896,0.0,0.0,1,0,6200.0,802.038512,291.307669,0.0,11,0
421,1452.437463,1.0,0.0,0.0,0.0,114.918715,0.0,0.0,3,0,1500.0,331.670616,479.771774,0.0,12,0
426,654.574445,1.0,0.0,0.0,0.0,2819.60583,0.0,0.0,3,0,8000.0,422.878799,269.178995,0.0,12,0
427,1648.721384,1.0,0.0,0.0,0.0,39.646806,0.0,0.0,2,0,1800.0,357.836436,631.106468,0.0,11,0
429,8647.057641,1.0,0.0,0.0,0.0,5105.254316,0.0,0.0,14,0,10000.0,2052.533488,1886.223361,0.0,12,0
430,5055.582822,1.0,0.0,0.0,0.0,3435.737817,0.0,0.0,1,0,9000.0,6918.272206,1035.039239,0.0,11,0
433,4855.340797,1.0,0.0,0.0,0.0,1886.470361,0.0,0.0,2,0,6000.0,2996.735376,1855.766226,0.0,12,0
434,981.643409,0.818182,0.0,0.0,0.0,1462.32354,0.0,0.0,2,0,1500.0,2008.971745,277.582819,0.125,12,0
438,969.294446,1.0,0.0,0.0,0.0,340.249539,0.0,0.0,1,0,1200.0,591.853821,204.676682,0.0,12,0
441,7386.704481,0.9,0.0,0.0,0.0,10713.8746,0.0,0.0,14,0,10500.0,7566.577763,1943.431564,0.1,10,0
442,1265.805627,0.818182,0.0,0.0,0.0,2820.528417,0.0,0.0,3,0,2500.0,1370.235544,373.893161,0.0,12,0
448,1036.595935,1.0,0.0,0.0,0.0,193.738137,0.0,0.0,1,0,1200.0,274.653536,327.072615,0.0,12,0
464,869.001444,1.0,0.0,0.0,0.0,278.591282,0.0,0.0,1,0,1200.0,541.101815,286.374289,0.0,12,0
465,4458.055159,1.0,0.0,0.0,0.0,2806.959645,0.0,0.0,18,0,7500.0,1088.755323,1189.693931,0.0,12,0
471,3872.605467,1.0,0.0,0.0,0.0,1483.933054,0.0,0.0,8,0,4000.0,1067.405461,911.08543,0.0,12,0
473,1481.43247,1.0,0.0,0.0,0.0,149.36039,0.0,0.0,1,0,1800.0,586.426259,494.954634,0.0,12,0
478,3170.537693,0.909091,0.0,0.0,0.0,1161.103112,0.0,0.0,2,0,3500.0,547.23924,1111.251287,0.0,11,0
482,198.035504,0.545455,0.0,0.0,0.0,14371.78789,0.0,0.0,3,0,10000.0,14481.46544,19.492021,0.0,12,0
483,473.840442,0.727273,0.0,0.0,0.0,818.124484,0.0,0.0,12,0,3000.0,142.286073,164.391437,0.0,12,0
486,3690.177649,1.0,0.0,0.0,0.0,1328.643945,0.0,0.0,11,0,4000.0,1006.358943,1819.542692,0.0,12,0
491,10249.71178,1.0,0.0,0.0,0.0,2438.356719,0.0,0.0,9,0,18000.0,2662.365409,2539.198217,0.0,12,0
496,2061.27937,1.0,0.0,0.0,0.0,554.11523,0.0,0.0,3,0,4500.0,552.713988,585.776445,0.0,12,0
497,1556.376158,1.0,0.0,0.0,0.0,655.037683,0.0,0.0,16,0,1700.0,1076.722225,1206.741644,0.0,12,0
508,2924.757622,1.0,0.0,0.0,0.0,281.044645,0.0,0.0,3,0,3000.0,677.649435,1187.962476,0.0,12,0
516,1534.891604,1.0,0.0,0.0,0.0,2614.626296,0.0,0.0,8,0,3000.0,304.984801,427.594038,0.0,12,0
522,986.149218,0.454545,0.0,0.0,0.0,2955.030338,0.0,0.0,6,0,3000.0,832.894753,706.541302,0.0,12,0
525,1117.635883,1.0,0.0,0.0,0.0,97.200877,0.0,0.0,3,0,1200.0,308.089987,361.250401,0.0,12,0
542,1284.63314,1.0,55.5,0.0,55.5,5406.459348,0.0,0.083333,123,1,3000.0,3432.757202,421.385587,0.0,12,0
556,3294.37955,1.0,0.0,0.0,0.0,2546.891416,0.0,0.0,3,0,4000.0,1084.059239,1228.291582,0.0,12,0
558,5484.800476,1.0,0.0,0.0,0.0,1239.217984,0.0,0.0,8,0,6000.0,2060.020446,1306.960035,0.0,12,0
561,542.218074,1.0,0.0,0.0,0.0,1074.741949,0.0,0.0,2,0,1500.0,1328.855136,189.52525,0.0,12,0
564,1095.379426,1.0,0.0,0.0,0.0,282.895246,0.0,0.0,3,0,1200.0,432.048813,256.494357,0.0,12,0
571,2627.184835,1.0,0.0,0.0,0.0,3216.192328,0.0,0.0,7,0,3150.0,394.285767,10636.14839,0.0,12,0
572,2689.586312,1.0,0.0,0.0,0.0,2224.68646,0.0,0.0,1,0,7000.0,809.880619,663.360789,0.0,12,0
576,7295.920263,1.0,0.0,0.0,0.0,721.214369,0.0,0.0,4,0,7500.0,1984.351035,3082.801095,0.0,12,0
580,1298.191599,1.0,0.0,0.0,0.0,2052.835555,0.0,0.0,9,0,3500.0,3009.926784,505.965923,0.083333,12,0
582,7088.358802,1.0,0.0,0.0,0.0,3118.050456,0.0,0.0,2,0,7500.0,4539.526102,2183.319473,0.0,12,0
583,4458.045588,1.0,0.0,0.0,0.0,2846.034435,0.0,0.0,6,0,5000.0,985.516901,1708.136351,0.0,12,0
593,2739.836747,0.909091,0.0,0.0,0.0,2970.288928,0.0,0.0,5,0,3000.0,3418.06811,1384.882852,0.0,11,0
601,2071.736764,0.909091,0.0,0.0,0.0,199.214973,0.0,0.0,4,0,2100.0,553.00439,570.229181,0.0,11,0
602,6980.581442,1.0,0.0,0.0,0.0,11549.11174,0.0,0.0,15,0,14500.0,1498.338478,1536.151742,0.0,12,0
614,3419.661676,1.0,11.06,11.06,0.0,1261.347779,0.083333,0.0,1,1,4000.0,745.984976,1243.56477,0.0,12,0
615,8900.194109,1.0,0.0,0.0,0.0,4849.693752,0.0,0.0,52,0,12000.0,2430.864139,2452.882838,0.0,12,0
621,2.175751,0.454545,0.0,0.0,0.0,136.662804,0.0,0.0,1,0,3000.0,278.731912,56.686755,0.2,12,0
631,1434.097191,1.0,0.0,0.0,0.0,1866.841949,0.0,0.0,2,0,2400.0,2361.929133,390.202217,0.0,12,0
636,1062.752143,1.0,0.0,0.0,0.0,496.76383,0.0,0.0,3,0,1200.0,720.3446,369.566083,0.0,12,0
637,5347.377116,0.545455,0.0,0.0,0.0,9671.336737,0.0,0.0,1,0,10500.0,3239.303839,3614.801495,0.0,12,0
638,8.555864,1.0,0.0,0.0,0.0,75.612993,0.0,0.0,1,0,5000.0,74.218884,96.13968,0.0,12,0
641,3725.636832,1.0,0.0,0.0,0.0,516.029064,0.0,0.0,9,0,4000.0,1221.274221,1537.255049,0.0,12,0
649,1728.079372,1.0,0.0,0.0,0.0,1662.824051,0.0,0.0,4,0,1800.0,141.505315,10592.53719,0.0,12,0
663,879.190921,1.0,45.65,45.65,0.0,1246.223848,0.083333,0.0,2,1,1200.0,1589.980022,439.870516,0.1,12,0
671,2927.082849,0.9,0.0,0.0,0.0,3987.822594,0.0,0.0,5,0,4000.0,862.790575,1178.426048,0.0,10,0
674,4094.433899,1.0,0.0,0.0,0.0,1618.325972,0.0,0.0,8,0,7500.0,1070.599052,1441.148962,0.0,12,0
676,5941.847384,1.0,0.0,0.0,0.0,744.138154,0.0,0.0,2,0,7000.0,1756.829998,2166.204489,0.0,12,0
685,2892.138807,1.0,0.0,0.0,0.0,129.381701,0.0,0.0,5,0,3000.0,666.956678,1066.060177,0.0,12,0
700,3063.017462,1.0,0.0,0.0,0.0,3550.209696,0.0,0.0,3,0,5500.0,757.537513,891.059927,0.0,12,0
701,1546.216153,0.833333,0.0,0.0,0.0,2196.107878,0.0,0.0,5,0,3000.0,247.706733,310.58347,0.0,6,0
702,999.392635,1.0,0.0,0.0,0.0,2368.248319,0.0,0.0,10,0,1500.0,1724.178215,301.346806,0.1,12,0
707,2596.59993,1.0,0.0,0.0,0.0,1700.074178,0.0,0.0,9,0,3000.0,1794.421173,936.618592,0.0,12,0
710,5422.456378,1.0,0.0,0.0,0.0,9972.234861,0.0,0.0,2,0,14000.0,1661.693077,1949.814235,0.0,12,0
716,7811.234174,1.0,0.0,0.0,0.0,6372.109273,0.0,0.0,8,0,16000.0,2322.058763,1831.024986,0.0,12,0
721,4881.822347,1.0,0.0,0.0,0.0,223.953042,0.0,0.0,3,0,8500.0,1227.062915,1208.463027,0.0,12,0
724,251.151609,0.363636,0.0,0.0,0.0,1084.813197,0.0,0.0,4,0,1200.0,3597.140559,308.399887,0.333333,12,0
727,2398.26262,1.0,0.0,0.0,0.0,722.361498,0.0,0.0,8,0,6000.0,738.312743,879.041116,0.0,12,0
731,4834.586867,1.0,0.0,0.0,0.0,56.747353,0.0,0.0,1,0,5500.0,874.365824,1582.515056,0.0,10,0
732,2571.284657,1.0,0.0,0.0,0.0,259.611243,0.0,0.0,7,0,2750.0,750.534962,883.249328,0.0,12,0
735,7715.659048,1.0,0.0,0.0,0.0,6182.982033,0.0,0.0,62,0,11500.0,1777.003806,2412.544026,0.0,12,0
739,5603.045332,1.0,0.0,0.0,0.0,2909.490912,0.0,0.0,6,0,7500.0,6135.140807,2279.351491,0.0,12,0
740,1.691842,1.0,0.0,0.0,0.0,1148.820355,0.0,0.0,3,0,1500.0,3.500505,8.56154,0.0,6,0
742,1157.168369,1.0,0.0,0.0,0.0,1249.682243,0.0,0.0,10,0,3000.0,264.548484,326.316359,0.0,12,0
744,1575.508838,0.875,0.0,0.0,0.0,1977.834772,0.0,0.0,1,0,2500.0,260.843536,325.312921,0.0,8,0
753,915.424422,0.857143,0.0,0.0,0.0,2454.439476,0.0,0.0,6,0,1200.0,1665.025645,247.205901,0.0,7,0
755,10397.09989,1.0,0.0,0.0,0.0,4045.620171,0.0,0.0,6,0,13000.0,3222.169406,2818.707479,0.0,12,0
757,5499.895765,1.0,0.0,0.0,0.0,485.269985,0.0,0.0,6,0,6000.0,1445.294493,2703.217084,0.0,12,0
760,5271.415483,1.0,0.0,0.0,0.0,2193.804998,0.0,0.0,7,0,6500.0,1479.003541,1321.46938,0.0,12,0
763,5308.90635,1.0,0.0,0.0,0.0,4954.608429,0.0,0.0,21,0,9500.0,1334.749456,1272.080547,0.0,12,0
765,2052.32561,1.0,0.0,0.0,0.0,200.266788,0.0,0.0,5,0,2000.0,529.203224,1501.874974,0.0,12,0
767,1121.068043,1.0,0.0,0.0,0.0,56.461201,0.0,0.0,3,0,1200.0,236.09244,351.184105,0.0,12,0
778,2748.60877,1.0,0.0,0.0,0.0,434.319424,0.0,0.0,4,0,3000.0,808.881566,1663.969183,0.0,12,0
780,8646.143734,1.0,0.0,0.0,0.0,10204.12284,0.0,0.0,9,0,10000.0,11192.8048,3427.635445,0.0,12,0
781,90.445498,0.454545,0.0,0.0,0.0,729.325692,0.0,0.0,2,0,3500.0,79.242572,81.716644,0.0,12,0
786,5211.229218,1.0,0.0,0.0,0.0,2316.206642,0.0,0.0,10,0,5500.0,1009.545319,2092.29409,0.0,12,0
789,1782.997768,0.909091,0.0,0.0,0.0,16037.32794,0.0,0.0,11,0,10000.0,15923.28722,517.595201,0.0,12,0
792,1524.409377,1.0,70.0,0.0,70.0,640.711949,0.0,0.166667,9,2,1500.0,973.097522,1263.139657,0.0,12,0
800,5359.980872,1.0,0.0,0.0,0.0,1113.868654,0.0,0.0,3,0,6000.0,638.144031,12866.94167,0.0,12,0
802,83.477053,0.181818,0.0,0.0,0.0,2654.856157,0.0,0.0,2,0,3000.0,12902.18813,1791.729021,0.5,12,0
803,2654.816967,1.0,0.0,0.0,0.0,3469.664606,0.0,0.0,27,0,4000.0,3225.132002,1689.935969,0.0,12,0
817,1399.729932,1.0,0.0,0.0,0.0,1967.782148,0.0,0.0,5,0,3000.0,712.803089,316.461916,0.0,12,0
819,2406.569238,1.0,0.0,0.0,0.0,94.706407,0.0,0.0,4,0,2400.0,314.272712,10774.73572,0.0,12,0
820,285.308422,0.181818,0.0,0.0,0.0,2644.698717,0.0,0.0,7,0,3000.0,248.742811,572.390099,0.0,12,0
830,4115.739163,1.0,0.0,0.0,0.0,540.251858,0.0,0.0,3,0,8500.0,1006.261579,1313.531481,0.0,12,0
831,1375.845223,1.0,0.0,0.0,0.0,112.680045,0.0,0.0,3,0,1500.0,306.606914,736.789619,0.0,12,0
832,1300.593766,1.0,0.0,0.0,0.0,513.664928,0.0,0.0,3,0,3000.0,386.660071,396.635432,0.0,12,0
839,825.977042,1.0,0.0,0.0,0.0,904.460261,0.0,0.0,4,0,2500.0,522.917982,170.397605,0.0,12,0
841,3616.993845,0.888889,0.0,0.0,0.0,4947.781762,0.0,0.0,7,0,5500.0,529.726072,1294.501736,0.0,9,0
845,2315.003636,1.0,0.0,0.0,0.0,3253.033658,0.0,0.0,27,0,3000.0,2467.952091,986.843214,0.0,12,0
848,5280.649637,1.0,0.0,0.0,0.0,1786.833644,0.0,0.0,4,0,6000.0,1648.300986,1264.637138,0.0,12,0
853,10131.00055,1.0,0.0,0.0,0.0,3330.326162,0.0,0.0,5,0,14500.0,4056.944212,2592.311811,0.0,12,0
865,3150.679884,1.0,0.0,0.0,0.0,365.816939,0.0,0.0,5,0,3500.0,819.246481,805.478131,0.0,12,0
869,1076.029456,1.0,0.0,0.0,0.0,59.57182,0.0,0.0,2,0,1200.0,239.407898,363.517186,0.0,12,0
872,1382.310939,1.0,0.0,0.0,0.0,189.624301,0.0,0.0,6,0,1500.0,381.094555,462.715637,0.0,12,0
873,716.017731,1.0,0.0,0.0,0.0,3943.873219,0.0,0.0,4,0,12000.0,232.136896,267.035943,0.0,12,0
879,847.013195,0.833333,0.0,0.0,0.0,1159.447747,0.0,0.0,5,0,1200.0,101.664939,196.261567,0.0,6,0
883,14581.45914,1.0,0.0,0.0,0.0,22665.7785,0.0,0.0,30,0,18500.0,20941.32551,5433.759888,0.0,12,0
900,1917.203534,1.0,0.0,0.0,0.0,84.438672,0.0,0.0,1,0,2000.0,468.617347,899.048237,0.0,12,0
903,7143.680599,1.0,0.0,0.0,0.0,2999.900367,0.0,0.0,3,0,13000.0,8733.20327,1927.887547,0.0,12,0
904,559.944819,0.818182,0.0,0.0,0.0,1379.58783,0.0,0.0,3,0,3000.0,1964.825042,242.677632,0.142857,12,0
910,2746.923673,1.0,0.0,0.0,0.0,4289.506847,0.0,0.0,11,0,6500.0,2017.190799,622.503528,0.0,12,0
922,5980.58247,1.0,0.0,0.0,0.0,12008.08079,0.0,0.0,30,0,11000.0,9736.897362,1596.893256,0.083333,12,0
928,6002.618198,1.0,0.0,0.0,0.0,1163.462217,0.0,0.0,10,0,6500.0,1498.948148,1837.998855,0.0,12,0
930,851.278168,0.727273,0.0,0.0,0.0,2037.036785,0.0,0.0,3,0,3000.0,4998.620598,282.771821,0.111111,12,0
937,4593.577983,1.0,0.0,0.0,0.0,393.742621,0.0,0.0,1,0,5250.0,1064.91324,1558.017969,0.0,10,0
942,3215.307061,1.0,0.0,0.0,0.0,629.109981,0.0,0.0,11,0,3500.0,1333.839527,1644.952704,0.0,12,0
956,243.010712,0.363636,0.0,0.0,0.0,1222.166225,0.0,0.0,3,0,12000.0,196.932031,58.778054,0.0,12,0
959,1493.440295,1.0,0.0,0.0,0.0,77.328556,0.0,0.0,3,0,1600.0,455.872747,430.722903,0.0,12,0
962,4890.470857,0.909091,0.0,0.0,0.0,9009.157522,0.0,0.0,5,0,7500.0,7296.483613,1278.064978,0.0,11,0
983,1368.288512,1.0,34.0,0.0,34.0,135.178439,0.0,0.083333,3,1,1600.0,1913.744848,530.3496,0.0,12,0
987,3421.5478,1.0,36.0,0.0,36.0,19.042417,0.0,0.083333,1,1,3500.0,404.993426,10849.43809,0.0,12,0
989,5317.783607,1.0,0.0,0.0,0.0,5833.696908,0.0,0.0,8,0,6500.0,3154.862353,1369.775906,0.0,12,0
992,195.804466,0.909091,0.0,0.0,0.0,477.378737,0.0,0.0,1,0,1950.0,550.825801,140.447701,0.1,12,0
997,2285.068731,1.0,0.0,0.0,0.0,1173.310874,0.0,0.0,5,0,2500.0,381.672065,1003.265207,0.0,12,0
1004,1083.07662,1.0,0.0,0.0,0.0,91.903204,0.0,0.0,1,0,1200.0,309.300185,476.830891,0.0,12,0
1013,1958.327414,1.0,0.0,0.0,0.0,39.461591,0.0,0.0,1,0,2100.0,404.070285,999.050377,0.0,12,0
1016,2128.151695,1.0,0.0,0.0,0.0,19.345729,0.0,0.0,1,0,2100.0,138.907177,13266.3819,0.0,12,0
1017,1046.785259,0.555556,0.0,0.0,0.0,2908.400137,0.0,0.0,13,0,3000.0,87.879339,630.679799,0.0,9,0
1027,2294.145941,1.0,29.29,0.0,29.29,137.256946,0.0,0.083333,2,1,2100.0,149.363733,17693.07847,0.0,12,0
1029,5049.442457,1.0,0.0,0.0,0.0,3631.844028,0.0,0.0,5,0,8500.0,8574.541634,1473.841361,0.0,12,0
1030,5516.201451,1.0,0.0,0.0,0.0,2941.903445,0.0,0.0,11,0,6000.0,1443.4332,1406.909258,0.0,12,0
1034,7.980453,0.272727,0.0,0.0,0.0,95.842922,0.0,0.0,1,0,9500.0,198.014471,165.091997,0.0,12,0
1037,6432.685892,1.0,0.0,0.0,0.0,3249.062265,0.0,0.0,16,0,7000.0,1549.916395,2295.219735,0.0,12,0
