,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,KMC_clusters
213,6.645097388210662,1.0,5.82129880808404,5.82129880808404,0.0,0.0,0.75,0.0,0.0,2.302585092994046,8.699681400989514,6.85508855134046,5.384621903368336,0.0,12,2
222,3.7528488054926266,0.857143,4.343675543289958,4.343675543289958,0.0,0.0,0.142857,0.0,0.0,0.6931471805599453,7.901377353792616,4.250826579511947,4.60917960750465,0.0,7,2
224,8.790647128149205,1.0,9.14058506705357,9.14058506705357,0.0,0.0,0.333333,0.0,0.0,1.791759469228055,9.04793908261736,9.309074381960672,7.509707871111239,0.0,12,2
225,3.3830887048214366,1.0,4.61512051684126,4.61512051684126,0.0,0.0,0.083333,0.0,0.0,0.6931471805599453,8.294299608857235,4.84236786575048,4.662094020094143,0.0,12,2
233,7.710141224210775,1.0,3.8426729272933526,3.8426729272933526,0.0,0.0,0.083333,0.0,0.0,0.6931471805599453,7.824445930877619,6.298482777782041,6.444466702816838,0.0,12,2
243,6.327001884346925,1.0,6.447353404992669,6.447353404992669,0.0,0.0,0.090909,0.0,0.0,0.6931471805599453,8.612685172875459,6.057000764911925,5.367702066593485,0.0,11,2
253,5.229183304737058,1.0,7.440868674806571,7.440868674806571,0.0,0.0,1.0,0.0,0.0,2.6390573296152584,9.350189267092581,7.27934601711416,5.216555385520704,1.0,12,2
256,1.9274215694487498,0.818182,3.4236109764990554,3.4236109764990554,0.0,0.0,0.083333,0.0,0.0,0.6931471805599453,9.210440366976517,4.355985282943653,4.338534398542099,0.0,12,2
260,7.70777775304444,0.818182,8.065893546964274,8.065893546964274,0.0,0.0,0.166667,0.0,0.0,1.0986122886681098,9.105090961257085,8.249142815051423,6.445847598523064,0.0,12,2
267,7.914129508048533,1.0,6.331021307405378,6.331021307405378,0.0,0.0,0.916667,0.0,0.0,2.4849066497880004,8.922791623969637,6.577580878891232,6.508843132743614,0.0,12,2
268,4.40316178063534,1.0,6.347214062970213,6.347214062970213,0.0,0.0,0.166667,0.0,0.0,1.3862943611198906,9.15915233520675,6.453625085506861,4.5327384834936515,0.083333,12,2
275,1.270916337352555,0.181818,3.8907993689765195,3.8907993689765195,0.0,0.0,0.083333,0.0,0.0,0.6931471805599453,7.313886831633462,5.688694210466711,4.468731577217272,0.0,12,2
288,4.432580516388246,0.636364,6.738555257078154,6.738555257078154,0.0,0.0,0.5,0.0,0.0,2.8903717578961645,8.77971129020447,6.93270892286673,4.8190778979392865,0.5,12,2
292,8.19055240024497,1.0,7.484368643286131,7.484368643286131,0.0,0.0,0.166667,0.0,0.0,1.0986122886681098,8.517393171418904,6.753505920953012,6.6359626106758745,0.0,12,2
298,7.825687547996671,1.0,6.599734435534826,6.599734435534826,0.0,0.0,1.0,0.0,0.0,2.6390573296152584,8.006700845440367,7.390917747817354,6.75522846863154,0.0,12,2
310,3.9928362838280953,1.0,6.212946719095526,6.131269966798858,3.6926224403927708,0.0,0.916667,0.083333,0.0,2.70805020110221,9.61587214452889,6.417722737927813,5.099519294409634,0.909091,12,2
317,6.9028490400509535,1.0,4.845760650906022,4.845760650906022,0.0,0.0,0.833333,0.0,0.0,2.3978952727983707,7.576097340623111,5.753533979763926,6.03617556237428,0.0,12,2
323,7.711582121873132,1.0,6.100767281998432,6.100767281998432,0.0,0.0,0.166667,0.0,0.0,1.6094379124341003,8.987321812850125,6.950806884311888,6.364040787155004,0.0,12,2
331,4.537327470675015,0.909091,6.985641817639208,6.985641817639208,0.0,0.0,0.75,0.0,0.0,2.5649493574615367,8.699681400989514,6.982917172066037,5.135829501273646,1.0,12,2
342,7.135423856903657,1.0,5.893658755854265,5.893658755854265,0.0,5.296749858649195,0.166667,0.0,0.6931471805599453,1.0986122886681098,7.313886831633462,6.285265640109882,6.07232556602737,0.0,12,2
343,4.398596542358045,0.6,5.802118375377063,5.802118375377063,0.0,0.0,0.1,0.0,0.0,0.6931471805599453,7.496097345175956,5.8473937293483225,4.4577967586162215,0.0,10,2
346,7.548909986575619,1.0,6.047797620448143,6.047797620448143,0.0,0.0,1.0,0.0,0.0,2.5649493574615367,8.612685172875459,7.9938334085827805,6.089739282816309,0.0,12,2
354,3.7554809552192774,0.181818,6.457005106658288,6.457005106658288,0.0,0.0,0.166667,0.0,0.0,1.791759469228055,9.04793908261736,6.823736740072337,4.063034752528055,0.181818,12,2
366,5.475078962029993,1.0,5.561181506057179,5.561181506057179,0.0,0.0,0.083333,0.0,0.0,0.6931471805599453,7.741099090035366,7.89418218100818,7.825794319673401,0.25,12,2
375,2.2534255206017972,0.545455,4.176231721694285,4.176231721694285,0.0,0.0,0.166667,0.0,0.0,1.0986122886681098,8.853808274977197,5.179536899247055,4.349791379299933,0.0,12,2
378,5.489862732091052,0.909091,5.203512059274125,5.203512059274125,0.0,0.0,0.166667,0.0,0.0,1.9459101490553132,7.244941546337007,6.689423353209147,5.40022181538108,0.0,12,2
383,1.0431291766084978,0.272727,2.8622008809294686,2.8622008809294686,0.0,0.0,0.083333,0.0,0.0,0.6931471805599453,8.699681400989514,4.070650785212677,4.222334588127712,0.0,12,2
386,7.331392218040413,1.0,3.864302269216734,3.864302269216734,0.0,0.0,0.083333,0.0,0.0,0.6931471805599453,7.496097345175956,5.827218668468033,6.46699528309415,0.0,12,2
390,6.526435194540501,1.0,4.59511985013459,4.59511985013459,0.0,0.0,0.166667,0.0,0.0,1.0986122886681098,8.294299608857235,5.264605364148135,5.404369382064717,0.0,12,2
391,7.337098525647704,1.0,6.755023591908293,6.755023591908293,0.0,0.0,1.0,0.0,0.0,2.6390573296152584,8.787372988731876,8.08352295996069,6.023135306916686,0.083333,12,2
416,9.141666824856921,1.0,5.425962720383707,5.425962720383707,0.0,0.0,0.166667,0.0,0.0,1.791759469228055,9.61587214452889,7.542340698470868,8.513424636324274,0.0,12,2
432,6.296953823498766,0.636364,7.228910811491457,7.228910811491457,0.0,0.0,0.25,0.0,0.0,1.791759469228055,7.824445930877619,5.210456425144372,5.3070781584970845,0.0,12,2
440,3.65723245385374,0.363636,5.498642547781566,5.498642547781566,0.0,0.0,0.083333,0.0,0.0,1.0986122886681098,7.496097345175956,6.305211348903831,4.9125503435069975,0.25,12,2
444,8.053546565699435,1.0,8.025146795634955,8.025146795634955,0.0,0.0,0.75,0.0,0.0,3.295836866004329,8.412054873292933,7.69589152734092,6.666177707851132,0.0,12,2
447,3.9668592740635704,0.454545,6.807227511208115,6.807227511208115,0.0,0.0,0.25,0.0,0.0,1.9459101490553132,9.61587214452889,6.291275062988711,3.7448448858002346,0.0,12,2
450,7.336916955175114,1.0,7.297896913391455,7.297896913391455,0.0,0.0,1.0,0.0,0.0,3.1780538303479458,7.824445930877619,7.309827963322249,5.950614278750526,0.0,12,2
451,8.516202364709537,1.0,7.827197041141826,7.827197041141826,0.0,0.0,0.75,0.0,0.0,3.4339872044851463,9.04793908261736,7.115760336136773,7.407301494318518,0.0,12,2
469,5.33559805002164,0.363636,7.454528958904262,7.454528958904262,0.0,0.0,0.166667,0.0,0.0,1.6094379124341003,8.699681400989514,8.47749208846225,4.866261779414779,0.0,12,2
479,6.8159490015358974,1.0,4.2626798770413155,4.2626798770413155,0.0,0.0,0.083333,0.0,0.0,0.6931471805599453,9.04793908261736,6.340875498518622,5.391341462525567,0.0,12,2
485,5.324615426303534,1.0,8.788677282024238,8.788677282024238,0.0,0.0,1.0,0.0,0.0,4.31748811353631,8.853808274977197,8.678241389548655,5.139926346672685,0.916667,12,2
499,7.831122260640955,1.0,6.409549686572249,6.396846318410398,2.1598687907924505,0.0,0.833333,0.083333,0.0,2.70805020110221,7.919719760924575,6.951405737464149,7.203049895355761,0.0,12,2
502,4.39522284295278,1.0,6.590671858558904,6.590671858558904,0.0,0.0,0.583333,0.0,0.0,2.4849066497880004,9.90353755128617,6.7140834496617865,5.335884968873925,0.916667,12,2
515,4.599362232431104,1.0,6.811651784586988,6.811651784586988,0.0,0.0,1.0,0.0,0.0,2.5649493574615367,9.210440366976517,6.8133429097252804,5.224258777021126,1.0,12,2
535,4.277305678343271,0.181818,6.932252750582524,6.932252750582524,0.0,0.0,0.083333,0.0,0.0,1.0986122886681098,9.90353755128617,8.6782732641359,4.762712277045049,0.0,12,2
538,4.234682020115849,0.454545,6.600020147878862,6.600020147878862,0.0,0.0,0.333333,0.0,0.0,1.9459101490553132,8.517393171418904,7.338438054660707,4.6400951278213824,0.5,12,2
543,4.355882972945733,0.833333,5.627621113690637,5.627621113690637,0.0,0.0,0.333333,0.0,0.0,1.0986122886681098,9.04793908261736,6.703930387380491,4.704409862470606,0.333333,6,2
544,6.858106447513435,0.909091,8.92011506825162,8.92011506825162,0.0,0.0,0.818182,0.0,0.0,2.70805020110221,9.61587214452889,8.925617394148949,5.76968733692445,0.888889,11,2
546,6.277499549509287,1.0,8.748527109914146,8.748527109914146,0.0,0.0,0.833333,0.0,0.0,3.091042453358316,9.711176264112805,8.502270664683406,5.211062909107657,1.0,12,2
548,6.200651447896945,0.8,8.50216279887217,8.50216279887217,0.0,0.0,0.8,0.0,0.0,3.8918202981106265,9.259225769705994,8.14078128503677,5.013353110817578,1.0,10,2
559,5.206547916953728,1.0,4.900746020558973,4.900746020558973,0.0,5.394281237195394,0.25,0.0,1.0986122886681098,1.3862943611198906,7.824445930877619,5.132415002036888,5.138579266956253,0.0,12,2
566,3.3990015392304858,0.909091,5.559681130681944,5.559681130681944,0.0,0.0,0.666667,0.0,0.0,2.833213344056216,9.392745258631441,6.221556708814884,4.663763418871596,1.0,12,2
570,7.675627374169083,1.0,7.395764578826755,7.395764578826755,0.0,0.0,0.333333,0.0,0.0,2.1972245773362196,8.517393171418904,6.485407067467408,6.231771620852414,0.0,12,2
574,8.147154695647348,1.0,9.365859258239135,9.365859258239135,0.0,0.0,1.0,0.0,0.0,4.955827057601261,9.259225769705994,9.005369931310874,7.089755550002678,0.0,12,2
578,7.532414063643064,1.0,7.310215878070003,7.310215878070003,0.0,0.0,0.416667,0.0,0.0,2.1972245773362196,9.04793908261736,7.617065767640467,6.138623304601545,0.0,12,2
579,5.562477191109168,0.909091,6.472717168531608,6.472717168531608,0.0,0.0,0.083333,0.0,0.0,0.6931471805599453,9.210440366976517,6.293459163448492,5.215405554845676,0.0,12,2
586,0.2830707064278705,0.454545,3.2441536320524693,3.2441536320524693,0.0,0.0,0.083333,0.0,0.0,0.6931471805599453,7.496097345175956,3.8424608147669272,3.3268158387580344,0.0,12,2
592,7.40429429503713,1.0,7.647490200156314,7.647490200156314,0.0,0.0,0.416667,0.0,0.0,2.8903717578961645,8.412054873292933,6.359054690670204,6.323245435830639,0.0,12,2
594,7.574274582509904,1.0,6.021945254361569,6.021945254361569,0.0,4.605950691314548,0.25,0.0,0.6931471805599453,1.791759469228055,7.824445930877619,7.247270479659958,6.243288802627115,0.0,12,2
604,7.812242889265929,1.0,6.871226140290243,6.871226140290243,0.0,0.0,0.666667,0.0,0.0,2.833213344056216,8.853808274977197,6.341893012356714,6.462283294055003,0.0,12,2
605,5.314143701803915,0.545455,7.607287034697277,7.607287034697277,0.0,0.0,0.416667,0.0,0.0,2.1972245773362196,7.650168700845001,8.053742140501635,5.1124101870854455,0.8,12,2
625,7.421733207211542,1.0,6.678995988882291,6.678995988882291,0.0,0.0,0.666667,0.0,0.0,2.833213344056216,7.467942332285852,6.988990362262481,7.0878263912576545,0.0,12,2
632,4.388932807071805,0.636364,6.160595320114315,6.160595320114315,0.0,0.0,0.083333,0.0,0.0,0.6931471805599453,9.680406499268875,6.336525124906966,4.696651517827573,0.0,12,2
657,2.8171374040268398,0.272727,5.313205979041787,5.313205979041787,0.0,0.0,0.166667,0.0,0.0,1.0986122886681098,7.601402334583733,5.304148934852806,3.8046425844677856,0.0,12,2
661,6.013883921752169,1.0,8.205756532956224,8.205756532956224,0.0,0.0,1.0,0.0,0.0,3.5263605246161616,8.922791623969637,8.405601038264129,5.243913945991336,0.666667,12,2
662,6.883632504353271,1.0,7.733052899089674,7.733052899089674,0.0,4.6011276760440225,0.916667,0.0,1.0986122886681098,3.4011973816621555,9.90353755128617,7.6349112430015635,5.498134966864342,0.0,12,2
683,5.465077909670562,1.0,7.160224595678174,7.160224595678174,0.0,0.0,1.0,0.0,0.0,3.2188758248682006,8.294299608857235,7.14947291108135,5.389108395810962,0.0,12,2
691,6.107446381575012,1.0,7.431471461347677,7.431471461347677,0.0,0.0,0.5,0.0,0.0,2.1972245773362196,9.350189267092581,7.289610656604742,5.568466950462667,0.166667,12,2
703,8.1279928450257,1.0,5.152829059799431,5.152829059799431,0.0,0.0,0.416667,0.0,0.0,1.791759469228055,8.412054873292933,6.812198907475122,6.817031370339926,0.0,12,2
705,6.121573336489997,1.0,7.1152327556572095,7.1152327556572095,0.0,0.0,0.416667,0.0,0.0,2.833213344056216,7.901377353792616,7.026868967593729,5.267754658862006,0.0,12,2
711,6.7329452221034165,1.0,5.9311039529331815,5.9311039529331815,0.0,4.611028144596137,0.25,0.0,0.6931471805599453,1.3862943611198906,8.699681400989514,6.659367460569184,5.195325432473734,0.0,12,2
714,6.712854769044599,0.857143,7.235186770951201,7.235186770951201,0.0,0.0,0.285714,0.0,0.0,1.3862943611198906,7.313886831633462,5.477918605797723,5.04700297326713,0.0,7,2
717,6.933190937396792,1.0,4.369321262176328,4.369321262176328,0.0,0.0,0.166667,0.0,0.0,1.0986122886681098,7.0909098220799835,6.321188583614474,5.7194689067382845,0.0,12,2
719,2.8029005782437935,1.0,4.189654742026425,4.189654742026425,0.0,0.0,0.083333,0.0,0.0,0.6931471805599453,8.006700845440367,3.0067331909616546,4.228933189527034,0.0,12,2
722,7.526293196147514,1.0,3.503152104185149,3.503152104185149,0.0,3.656953836924328,0.083333,0.0,0.6931471805599453,0.6931471805599453,7.601402334583733,5.859602175178931,6.546073009286658,0.0,12,2
737,4.573327083217551,0.363636,7.0251649115989485,7.0251649115989485,0.0,0.0,0.083333,0.0,0.0,2.302585092994046,7.313886831633462,8.08533181245324,4.968901641086099,0.0,12,2
738,7.272636601001721,0.909091,6.3507286363154325,6.3507286363154325,0.0,0.0,0.25,0.0,0.0,1.791759469228055,7.650168700845001,7.853432969207307,6.629655123652931,0.0,12,2
746,7.208812473118937,1.0,6.466657811870248,6.466657811870248,0.0,0.0,0.5,0.0,0.0,2.5649493574615367,9.105090961257085,5.782849836064942,5.846360884741116,0.0,12,2
747,7.140839927047475,1.0,6.79256886917302,6.79256886917302,0.0,0.0,0.5,0.0,0.0,2.302585092994046,8.006700845440367,5.713975835381158,5.804768968211461,0.0,12,2
764,4.146452644579761,0.090909,6.664255947410854,6.664255947410854,0.0,0.0,0.083333,0.0,0.0,1.0986122886681098,8.006700845440367,7.986946996221429,5.6405517983610505,0.0,12,2
766,4.055608359674597,0.818182,5.564520407322694,5.564520407322694,0.0,0.0,0.083333,0.0,0.0,0.6931471805599453,8.612685172875459,5.634700677786934,4.533374687236324,0.0,12,2
770,7.5787485156163,1.0,6.223468726854389,6.223468726854389,0.0,0.0,0.083333,0.0,0.0,0.6931471805599453,9.259225769705994,6.531839523556307,6.207894170363083,0.0,12,2
775,7.351639554091277,1.0,5.651084685655752,5.324326185729087,4.386143150185721,0.0,0.125,0.125,0.0,1.0986122886681098,8.517393171418904,6.0540396349400405,5.645986847250569,0.0,8,2
794,1.724121572205594,0.181818,3.8188106237059674,3.8188106237059674,0.0,0.0,0.083333,0.0,0.0,0.6931471805599453,8.699681400989514,5.591538757358487,4.488955936642723,0.0,12,2
811,8.133295458109204,1.0,2.2407096892759584,2.2407096892759584,0.0,0.0,1.0,0.0,0.0,2.5649493574615367,9.259225769705994,6.924315666679689,6.6797136579354195,0.0,12,2
823,7.2397698822447545,1.0,5.4054213614622375,5.4054213614622375,0.0,0.0,0.666667,0.0,0.0,2.1972245773362196,7.438971592395862,5.914437050363729,5.688253359684525,0.0,12,2
824,6.19151338675788,0.727273,8.469948532338313,8.469948532338313,0.0,0.0,0.727273,0.0,0.0,3.332204510175204,7.824445930877619,7.59146472641325,5.01392038560294,0.454545,11,2
825,7.546150359851669,1.0,4.473921899378137,4.473921899378137,0.0,4.537276003578337,0.166667,0.0,1.0986122886681098,1.0986122886681098,7.601402334583733,6.282440240256379,6.976278183785378,0.0,12,2
849,5.14695842037017,0.909091,7.220593271315036,7.220593271315036,0.0,0.0,0.5,0.0,0.0,2.4849066497880004,7.601402334583733,8.147320782207839,4.944410267162492,0.4,12,2
850,7.148512399037486,0.909091,4.355939299910563,4.355939299910563,0.0,0.0,0.181818,0.0,0.0,1.0986122886681098,7.313886831633462,5.5533858700182055,5.630186830214581,0.0,11,2
897,2.51428258741439,0.555556,5.413875707182309,5.173320876373351,3.8918202981106265,0.0,0.222222,0.111111,0.0,1.6094379124341003,9.770013301136158,5.2668577103277325,4.566722235776602,0.0,9,2
907,6.9024029869877275,1.0,5.857590238551654,5.857590238551654,0.0,0.0,0.333333,0.0,0.0,1.6094379124341003,7.0909098220799835,5.818965006004464,5.546894637228553,0.0,12,2
921,7.54703228469022,1.0,6.520621127558696,6.520621127558696,0.0,0.0,1.0,0.0,0.0,2.5649493574615367,7.601402334583733,6.901303931720024,7.014287614191172,0.0,12,2
929,7.008469687781479,1.0,3.8426729272933526,3.8426729272933526,0.0,0.0,0.083333,0.0,0.0,0.6931471805599453,7.0909098220799835,5.686604830076322,6.109189065496708,0.0,12,2
935,5.802944049520073,1.0,4.00369019395397,4.00369019395397,0.0,0.0,0.25,0.0,0.0,1.9459101490553132,7.824445930877619,6.064047718414961,5.151261790173369,0.0,12,2
946,3.9543538003364214,0.25,6.603564348814605,6.603564348814605,0.0,0.0,0.5,0.0,0.0,1.791759469228055,8.412054873292933,7.418715817646704,4.015357107295707,1.0,8,2
953,6.989604279556747,1.0,5.602118820879701,5.602118820879701,0.0,0.0,0.25,0.0,0.0,1.3862943611198906,7.0909098220799835,5.919347170864492,5.441456317795939,0.0,12,2
955,2.865273754812837,0.272727,5.733858942238671,5.733858942238671,0.0,0.0,0.25,0.0,0.0,1.3862943611198906,7.824445930877619,5.679216476299909,3.3756112299846093,0.0,12,2
958,5.262883009692001,0.909091,6.90875477931522,6.90875477931522,0.0,0.0,0.083333,0.0,0.0,0.6931471805599453,7.313886831633462,7.029469553184332,5.06460371048549,0.090909,12,2
967,5.08646333560595,1.0,7.471226482385692,7.471226482385692,0.0,0.0,1.0,0.0,0.0,3.044522437723423,7.824445930877619,7.398816942636363,5.274759951751763,0.916667,12,2
974,7.104878224433113,1.0,4.3476939555933765,4.3476939555933765,0.0,0.0,0.166667,0.0,0.0,1.3862943611198906,7.0909098220799835,6.280556790426289,8.959654929956224,0.0,12,2
995,7.132013899575458,0.909091,6.09805181000363,6.09805181000363,0.0,0.0,0.272727,0.0,0.0,1.3862943611198906,8.160803920954665,5.616129604681209,5.563431458311035,0.0,11,2
1002,4.350059564130725,0.727273,4.248495242049359,4.248495242049359,0.0,0.0,0.083333,0.0,0.0,0.6931471805599453,8.412054873292933,6.138215640971719,4.61534994596593,0.0,12,2
1005,5.525944949548909,0.909091,7.884949182109525,7.884949182109525,0.0,0.0,0.916667,0.0,0.0,3.091042453358316,8.188966863648876,8.05734374392783,5.13470679436632,0.727273,12,2
1014,6.0227879153731845,0.909091,6.945840732587469,6.945840732587469,0.0,0.0,0.5,0.0,0.0,2.5649493574615367,8.77971129020447,7.287845745354252,5.374002478291608,0.1,12,2
1020,7.3681011891034665,1.0,3.8426729272933526,3.8426729272933526,0.0,0.0,0.090909,0.0,0.0,0.6931471805599453,7.438971592395862,5.7649127192121465,6.1784367333576835,0.0,11,2
1021,5.943808776271066,0.545455,7.080867896690782,7.080867896690782,0.0,0.0,0.083333,0.0,0.0,1.0986122886681098,9.105090961257085,7.808859410790655,5.071039072705095,0.0,12,2
1025,3.902403364690974,1.0,6.2460486242565105,6.2460486242565105,0.0,0.0,1.0,0.0,0.0,2.833213344056216,8.612685172875459,5.944409461443888,5.345050058429369,0.25,12,2
1026,6.982464739990878,1.0,3.8426729272933526,3.8426729272933526,0.0,3.9066253040130325,0.083333,0.0,0.6931471805599453,0.6931471805599453,7.0909098220799835,5.706412180613273,5.927932916219579,0.0,12,2
1028,3.279819943875266,0.454545,3.8426729272933526,3.8426729272933526,0.0,0.0,0.083333,0.0,0.0,0.6931471805599453,7.313886831633462,6.199404082924143,4.777512422925367,0.0,12,2
1036,6.999674224135769,1.0,4.787491742782046,4.787491742782046,0.0,4.0206964612345,0.083333,0.0,1.3862943611198906,0.6931471805599453,7.0909098220799835,5.902778268252995,6.294631156056513,0.0,12,2
1040,5.347956341803963,0.5,3.5553480614894135,2.995732273553991,2.772588722239781,0.0,0.166667,0.166667,0.0,1.3862943611198906,8.699681400989514,6.456627879431349,4.409137686335202,0.0,6,2
1046,4.951234386569316,0.363636,6.950354892600954,6.950354892600954,0.0,0.0,0.083333,0.0,0.0,0.6931471805599453,8.699681400989514,8.075161727261968,5.564776087277466,0.5,12,2
1048,7.432208076415558,1.0,5.638354669333745,5.638354669333745,0.0,3.914376314223596,0.166667,0.0,0.6931471805599453,1.3862943611198906,7.496097345175956,6.3080668508466164,6.5006668069314495,0.0,12,2
1051,6.31949012342162,1.0,4.51085950651685,4.51085950651685,0.0,0.0,0.083333,0.0,0.0,0.6931471805599453,8.853808274977197,6.028561523554973,5.252164359271622,0.0,12,2
1062,7.374959899655605,1.0,4.110873864173311,4.110873864173311,0.0,4.593647716572461,1.0,0.0,0.6931471805599453,2.5649493574615367,7.496097345175956,6.049180804907386,5.956862230126052,0.0,12,2
1064,6.76385685389639,1.0,4.215086179918229,4.215086179918229,0.0,4.3340796430595425,0.083333,0.0,0.6931471805599453,0.6931471805599453,6.90875477931522,6.02626958077087,5.486941151683076,0.0,12,2
1065,7.895341460201682,1.0,4.875197323201151,4.875197323201151,0.0,0.0,0.083333,0.0,0.0,0.6931471805599453,8.412054873292933,6.415793966614626,6.794233586890523,0.0,12,2
1069,6.40087099791071,1.0,3.6054978451748854,3.6054978451748854,0.0,0.0,0.083333,0.0,0.0,0.6931471805599453,6.621405651764134,5.547136769841135,5.384837472050255,0.0,12,2
1073,6.935248324745382,0.909091,5.043167019098741,5.043167019098741,0.0,0.0,0.083333,0.0,0.0,1.0986122886681098,9.04793908261736,7.424816020339263,5.58751002499009,0.090909,12,2
1074,3.7641179708897594,0.636364,6.120055631480957,6.120055631480957,0.0,0.0,0.25,0.0,0.0,1.3862943611198906,8.77971129020447,6.677456814715859,4.8553613347378075,1.0,12,2
1077,2.7860383072190786,0.272727,4.897839799950911,4.897839799950911,0.0,0.0,0.166667,0.0,0.0,1.0986122886681098,7.0909098220799835,6.660738853468965,4.505864812013195,0.0,12,2
1080,3.695707390610964,0.545455,6.069559204717347,6.069559204717347,0.0,0.0,0.333333,0.0,0.0,2.0794415416798357,7.313886831633462,6.615755159837639,4.689959166115552,0.0,12,2
1097,1.993164031707559,0.090909,5.147494476813453,5.147494476813453,0.0,0.0,0.166667,0.0,0.0,1.0986122886681098,8.294299608857235,6.208204758731734,4.491247978981926,0.0,12,2
